Alert_ID,Inference_Row_ID,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Air_temperature_K_rolling_mean,Air_temperature_K_rolling_std,Air_temperature_K_rolling_min,Air_temperature_K_rolling_max,Air_temperature_K_change,Process_temperature_K_rolling_mean,Process_temperature_K_rolling_std,Process_temperature_K_rolling_min,Process_temperature_K_rolling_max,Process_temperature_K_change,Rotational_speed_rpm_rolling_mean,Rotational_speed_rpm_rolling_std,Rotational_speed_rpm_rolling_min,Rotational_speed_rpm_rolling_max,Rotational_speed_rpm_change,Torque_Nm_rolling_mean,Torque_Nm_rolling_std,Torque_Nm_rolling_min,Torque_Nm_rolling_max,Torque_Nm_change,temperature_difference,power_consumption,load_signal,ambient_temperature,load_density,humidity,maintenance_due,shift_Morning,shift_Night,ambient_difference,load_stress,load_density_interaction,temperature_humidity_interaction,torque_speed_ratio,maintenance_load_interaction,rpm_std_10,torque_std_10,load_density_mean_10,Type_L,Type_M,Machine_Status_Code,Predicted_Status_Code,Critical_Class_Probability,Critical_Alert,Prediction_Status,Probability_Class_0,Probability_Class_1,Probability_Class_2,Alert_Level,Recommended_Action
40,1792,300.5,310.5,1409.0,60.9,300.48,0.1032795559221436,300.3,300.6,0.0,310.45,0.0707106781820725,310.3,310.5,0.1000000000000227,1492.8,115.12582488544548,1336.0,1702.0,-293.0,44.83,9.56870477709026,33.1,60.9,27.8,10.0,8985.803219283278,85808.09999999999,300.5,0.609,78.87991865807095,0.0,1.0,0.0,0.0,85808.09999999999,37.0881,24492.21474333103,0.0432221433640573,0.0,115.12582488544548,9.56870477709026,0.4483,1.0,0.0,0,2,0.7964849487332402,True,CRITICAL,0.13376087034832265,0.06975418091843719,0.7964849487332402,CRITICAL,Schedule immediate inspection and preventive maintenance
41,912,298.2,308.3,2216.0,16.8,298.3,0.1154700538377229,298.2,298.5,0.0,308.47,0.1766981104128746,308.3,308.8,-0.0999999999999659,1543.8,249.765578982462,1332.0,2216.0,828.0,40.63,12.095366422266371,16.8,59.1,-37.0,10.100000000000025,3898.59081939879,37228.8,298.2,0.168,78.4884284006963,0.0,0.0,1.0,0.0,37228.8,2.8224000000000005,24197.982475934667,0.0075812274368196,0.0,249.765578982462,12.095366422266371,0.4063,1.0,0.0,1,2,0.7689584006126764,True,CRITICAL,0.00011046032594288294,0.23093113906138063,0.7689584006126764,CRITICAL,Schedule immediate inspection and preventive maintenance
42,832,297.0,308.1,2540.0,13.3,296.93999999999994,0.0699205898780333,296.8,297.0,0.0,308.05,0.0527046276843397,308.0,308.1,0.0,1566.5,357.7743702391214,1318.0,2540.0,1051.0,43.07,13.020244920038072,13.3,55.9,-30.8,11.100000000000025,3537.642767452346,33782.0,297.0,0.133,54.18869651778119,0.0,0.0,1.0,0.0,33782.0,1.7689,16695.537397128384,0.0052362204724388,0.0,357.7743702391214,13.020244920038072,0.4307,0.0,0.0,1,2,0.767491856863896,True,CRITICAL,0.00018588069540820292,0.2323222624406957,0.767491856863896,CRITICAL,Schedule immediate inspection and preventive maintenance
43,660,303.8,312.5,2344.0,15.2,303.77,0.0483045891844075,303.7,303.8,0.0,312.63,0.0948683298771333,312.5,312.7,0.0,1642.1,300.51343101801604,1366.0,2344.0,978.0,35.49,13.240883656312402,15.2,53.9,-29.9,8.699999999999989,3731.0392112073337,35628.8,303.8,0.152,79.45210588450806,0.0,1.0,0.0,0.0,35628.8,2.3104,24828.783088908767,0.0064846416382224,0.0,300.51343101801604,13.240883656312402,0.3549,0.0,1.0,1,2,0.7574393688941827,True,CRITICAL,7.772878003192248e-05,0.24248290232578537,0.7574393688941827,CRITICAL,Schedule immediate inspection and preventive maintenance
44,1000,300.7,311.1,2377.0,14.3,300.72,0.0788810638050074,300.6,300.9,0.0999999999999659,311.03000000000003,0.0823272603019975,310.9,311.2,0.2000000000000454,1562.3,319.2386950926267,1318.0,2377.0,1033.0,39.79,12.077844730469645,14.3,51.6,-32.400000000000006,10.400000000000034,3559.539668247867,33991.1,300.7,0.143,80.17914926508209,1.0,0.0,1.0,0.0,33991.1,2.0449,24943.73333636704,0.0060159865376499,0.143,319.2386950926267,12.077844730469645,0.3979,1.0,0.0,1,2,0.7393665353365543,True,CRITICAL,0.00015049648254745386,0.2604829681808983,0.7393665353365543,CRITICAL,Schedule immediate inspection and preventive maintenance
45,587,300.9,310.0,2595.0,13.7,300.78,0.122927259449246,300.6,300.9,0.0,309.9,0.1054092553783456,309.7,310.0,0.0,1712.4,378.8181035214044,1312.0,2595.0,995.0,35.2,15.75464658089453,13.7,65.3,-22.3,9.100000000000025,3722.944374136584,35551.5,300.9,0.1369999999999999,65.60235398288778,0.0,0.0,0.0,0.0,35551.5,1.8768999999999985,20336.72973469521,0.0052793834296704,0.0,378.8181035214044,15.75464658089453,0.352,1.0,0.0,2,2,0.7374394208397017,True,CRITICAL,0.00012561991686238486,0.262434959243436,0.7374394208397017,CRITICAL,Schedule immediate inspection and preventive maintenance
46,1244,298.2,307.9,1313.0,67.3,298.35,0.1080123449735789,298.2,298.5,-0.1000000000000227,308.06,0.1074967699813639,307.9,308.2,-0.1000000000000227,1654.2,447.0316419325249,1313.0,2886.0,-129.0,37.48,16.088560463191786,3.8,67.3,20.0,9.699999999999989,9253.550689173224,88364.9,298.2,0.6729999999999999,67.078514778255,0.0,0.0,0.0,0.0,88364.9,45.2929,20653.47470022472,0.0512566641279122,0.0,447.0316419325249,16.088560463191786,0.3747999999999999,1.0,0.0,2,2,0.7321697044038414,True,CRITICAL,0.21738343737787935,0.050446858218279295,0.7321697044038414,CRITICAL,Schedule immediate inspection and preventive maintenance
47,1433,302.2,311.6,1872.0,20.4,302.3,0.0666666666853429,302.2,302.4,-0.1000000000000227,311.78000000000003,0.0918936584107284,311.6,311.9,-0.0999999999999659,1546.0,160.87192973846174,1398.0,1872.0,79.0,38.93,10.581330519152903,20.4,50.3,-4.900000000000002,9.400000000000034,3999.121784313663,38188.8,302.2,0.204,74.21473523943632,0.0,1.0,0.0,0.0,38188.8,4.161599999999999,23125.31150060836,0.01089743589743,0.0,160.87192973846174,10.581330519152903,0.3893,1.0,0.0,2,2,0.7176367698299357,True,CRITICAL,0.0001280175657270854,0.2822352126043371,0.7176367698299357,CRITICAL,Schedule immediate inspection and preventive maintenance
48,1484,299.8,309.4,2256.0,15.9,299.89,0.0737864787387665,299.8,300.0,-0.0999999999999659,309.39,0.0737864787576706,309.3,309.5,0.0,1541.0,271.1748103673663,1291.0,2256.0,769.0,39.52,11.323309292487506,15.9,56.4,-26.300000000000004,9.599999999999966,3756.3395040442433,35870.4,299.8,0.159,52.32889939378896,0.0,1.0,0.0,0.0,35870.4,2.5281,16190.561472438303,0.0070478723404224,0.0,271.1748103673663,11.323309292487506,0.3952,1.0,0.0,2,2,0.7068818411359945,True,CRITICAL,0.00013866486099910208,0.29297949400300644,0.7068818411359945,CRITICAL,Schedule immediate inspection and preventive maintenance
49,1081,301.8,310.2,2825.0,5.8,301.77,0.0483045891546632,301.7,301.8,0.0,310.05,0.0971825315984328,309.9,310.2,0.0,1809.3,474.6425672721158,1391.0,2825.0,1368.0,29.76,14.359294318779565,5.8,50.6,-34.6,8.399999999999977,1715.833187635625,16385.0,301.8,0.0579999999999999,75.68180119009153,0.0,1.0,0.0,0.0,16385.0,0.3363999999999994,23476.494729166392,0.002053097345132,0.0,474.6425672721158,14.359294318779565,0.2976,1.0,0.0,2,2,0.6848514735217319,True,CRITICAL,0.00019019518751301368,0.31495833129075507,0.6848514735217319,CRITICAL,Schedule immediate inspection and preventive maintenance
50,596,296.9,307.5,2721.0,9.3,296.91,0.0567646212204617,296.8,297.0,0.0,307.67,0.1418136492456226,307.5,307.9,0.0,1651.8,421.3018975614618,1354.0,2721.0,1367.0,35.89,12.998243471074549,9.3,49.0,-35.099999999999994,10.600000000000025,2649.9648192295267,25305.300000000003,296.9,0.093,50.72587861045526,0.0,1.0,0.0,0.0,25305.300000000003,0.8649000000000001,15598.207672714992,0.0034178610804838,0.0,421.3018975614618,12.998243471074549,0.3589,1.0,0.0,2,2,0.6769629276788157,True,CRITICAL,0.0004975306827690163,0.3225395416384153,0.6769629276788157,CRITICAL,Schedule immediate inspection and preventive maintenance
51,520,299.1,308.7,2008.0,20.3,299.18,0.0421637021355646,299.1,299.2,-0.0999999999999659,308.59,0.0875595035789666,308.5,308.7,0.0,1561.0,198.8869025350826,1325.0,2008.0,560.0,40.62,11.07618064938353,20.3,55.0,-31.1,9.599999999999966,4268.62854608962,40762.4,299.1,0.203,84.93492409206434,0.0,0.0,0.0,0.0,40762.4,4.120900000000001,26219.41106722026,0.010109561752983,0.0,198.8869025350826,11.07618064938353,0.4062,0.0,1.0,2,2,0.6739555331189254,True,CRITICAL,0.00012006615322369977,0.32592440072785084,0.6739555331189254,CRITICAL,Schedule immediate inspection and preventive maintenance
52,599,297.3,308.3,1459.0,59.6,297.13,0.0823272603275339,297.0,297.3,0.1000000000000227,308.21000000000004,0.073786478819859,308.1,308.3,0.1000000000000227,1490.6,107.97139538887885,1363.0,1693.0,54.0,42.84,8.830653681604957,28.0,59.6,17.1,11.0,9106.052914087184,86956.40000000001,297.3,0.596,71.97417928106638,0.0,0.0,0.0,0.0,86956.40000000001,35.5216,22189.639472352766,0.040849897189828,0.0,107.97139538887885,8.830653681604957,0.4284,0.0,1.0,2,2,0.6695273635026441,True,CRITICAL,0.21364621990215316,0.11682641659520282,0.6695273635026441,CRITICAL,Schedule immediate inspection and preventive maintenance
53,947,296.6,307.7,1386.0,62.3,296.5,0.0816496580953933,296.4,296.6,0.1000000000000227,307.49,0.1595131481898384,307.3,307.7,0.0999999999999659,1545.0,206.53221432879545,1340.0,2077.0,-155.0,40.760000000000005,12.44170406335078,19.1,62.3,23.8,11.099999999999966,9042.320471121357,86347.8,296.6,0.623,66.71139994068074,0.0,0.0,1.0,0.0,86347.8,38.8129,20527.09776174746,0.0449494949494625,0.0,206.53221432879545,12.44170406335078,0.4075999999999999,0.0,0.0,2,2,0.6680364178173591,True,CRITICAL,0.1623674143419128,0.16959616784072815,0.6680364178173591,CRITICAL,Schedule immediate inspection and preventive maintenance
54,344,299.5,308.8,1965.0,20.4,299.63,0.067494855774254,299.5,299.7,-0.1000000000000227,308.99,0.0875595035788864,308.8,309.1,-0.0999999999999659,1603.4,184.40667618668704,1372.0,1965.0,280.0,37.9,12.818996320565317,20.4,60.4,-7.400000000000002,9.300000000000011,4197.796103726681,40086.0,299.5,0.204,39.11764951683791,0.0,0.0,0.0,0.0,40086.0,4.161599999999999,12079.530170799546,0.0103816793893076,0.0,184.40667618668704,12.818996320565317,0.379,1.0,0.0,2,2,0.6619575395273498,True,CRITICAL,0.00010102400290930919,0.33794143646974095,0.6619575395273498,CRITICAL,Schedule immediate inspection and preventive maintenance
55,268,303.0,311.3,2194.0,16.5,302.97,0.0674948557804424,302.9,303.1,0.0,311.14,0.1173787791092636,311.0,311.3,0.0,1620.5,280.3554291728002,1365.0,2194.0,829.0,39.71,14.643197131167174,16.5,58.3,-39.7,8.300000000000011,3790.959855086803,36201.0,303.0,0.165,68.85950469883927,0.0,0.0,0.0,0.0,36201.0,2.7225,21435.963812748665,0.0075205104831323,0.0,280.3554291728002,14.643197131167174,0.3970999999999999,1.0,0.0,1,2,0.6120262109715803,True,CRITICAL,0.00018711519927875473,0.387786673829141,0.6120262109715803,CRITICAL,Schedule immediate inspection and preventive maintenance
56,1138,299.9,309.5,2008.0,20.4,299.84000000000003,0.0516397779513938,299.8,299.9,0.0,309.47,0.0674948557953955,309.4,309.6,-0.1000000000000227,1516.7,194.0910725521497,1280.0,2008.0,728.0,42.77,10.18452529848869,20.4,59.3,-38.9,9.600000000000025,4289.656272917648,40963.2,299.9,0.204,43.992222341777065,0.0,1.0,0.0,0.0,40963.2,4.161599999999999,13615.592814780002,0.0101593625497957,0.0,194.0910725521497,10.18452529848869,0.4277,1.0,0.0,2,2,0.6003257159769397,True,CRITICAL,0.00019374970880634888,0.399480534314254,0.6003257159769397,CRITICAL,Schedule immediate inspection and preventive maintenance
57,752,303.2,311.4,2102.0,19.0,303.26,0.0699205898913924,303.2,303.4,0.0,311.58,0.1229272594675557,311.4,311.8,-0.1000000000000227,1514.0,228.17439723937989,1301.0,2102.0,766.0,42.15,11.775610387576505,19.0,61.0,-39.2,8.199999999999989,4182.297579968972,39938.0,303.2,0.19,78.44353977696932,1.0,1.0,0.0,0.0,39938.0,3.61,24427.318286548245,0.0090390104662183,0.19,228.17439723937989,11.775610387576505,0.4215,0.0,1.0,1,2,0.5932352530794356,True,CRITICAL,0.00022834643715673273,0.40653640048340767,0.5932352530794356,CRITICAL,Schedule immediate inspection and preventive maintenance
58,1414,299.6,310.1,2057.0,20.4,299.52,0.0632455532632867,299.4,299.6,0.1000000000000227,310.05,0.084983658617142,309.9,310.2,0.2000000000000454,1554.3,202.11660550835813,1333.0,2057.0,655.0,39.86,9.807616088190503,20.4,51.7,-31.300000000000004,10.5,4394.334140135258,41962.8,299.6,0.204,83.33363333526465,0.0,1.0,0.0,0.0,41962.8,4.161599999999999,25841.75969726557,0.009917355371896,0.0,202.11660550835813,9.807616088190503,0.3985999999999999,1.0,0.0,1,2,0.5735180538531989,True,CRITICAL,0.0001452376365715963,0.4263367085102294,0.5735180538531989,CRITICAL,Schedule immediate inspection and preventive maintenance
59,193,300.9,310.5,2288.0,16.1,300.92,0.0632455532385672,300.8,301.0,-0.1000000000000227,310.47,0.0674948558447292,310.4,310.6,0.0,1575.7,260.94871782274066,1378.0,2288.0,910.0,38.62,10.201503157214992,16.1,53.6,-28.3,9.600000000000025,3857.540675391884,36836.8,300.9,0.161,46.0617673958951,0.0,0.0,1.0,0.0,36836.8,2.5921000000000003,14302.17877642543,0.0070367132867102,0.0,260.94871782274066,10.201503157214992,0.3862,1.0,0.0,1,2,0.5697592969552053,True,CRITICAL,0.0002529448380494141,0.4299877582067453,0.5697592969552053,CRITICAL,Schedule immediate inspection and preventive maintenance
60,611,300.5,309.4,1877.0,23.8,300.71,0.1100504934630362,300.5,300.8,-0.1000000000000227,309.59,0.1197218999888709,309.4,309.7,-0.1000000000000227,1596.2,198.242724400612,1390.0,1997.0,406.0,36.85,10.007469432601091,20.7,49.6,-25.8,8.899999999999977,4678.103732558514,44672.6,300.5,0.238,56.75059637187376,0.0,0.0,0.0,0.0,44672.6,5.6644,17558.63451745774,0.012679808204575,0.0,198.242724400612,10.007469432601091,0.3685,0.0,1.0,1,2,0.5563513819069978,True,CRITICAL,0.00024306565524322927,0.4434055524377589,0.5563513819069978,CRITICAL,Schedule immediate inspection and preventive maintenance
61,1780,297.6,309.5,1623.0,33.1,297.71000000000004,0.0994428926012583,297.6,297.8,0.0,309.65,0.1080123449743915,309.5,309.8,-0.1000000000000227,1600.7,204.533642981078,1341.0,2001.0,122.0,36.95,10.264204250154402,20.5,49.8,-16.699999999999996,11.899999999999975,5625.681380709779,53721.3,297.6,0.331,79.78256152009592,0.0,1.0,0.0,0.0,53721.3,10.9561,24692.702790469688,0.0203943314848919,0.0,204.533642981078,10.264204250154402,0.3695,0.0,0.0,2,2,0.5138993552753792,True,CRITICAL,0.0002805693408847223,0.4858200753837361,0.5138993552753792,CRITICAL,Schedule immediate inspection and preventive maintenance
62,955,298.0,308.7,1629.0,34.3,298.06,0.1074967699771161,297.9,298.2,0.0,308.81,0.1852925614674988,308.5,309.1,0.0,1461.7,143.88039013940207,1268.0,1723.0,361.0,45.31,12.11376168752802,26.6,69.4,-35.10000000000001,10.699999999999989,5851.184901384453,55874.7,298.0,0.3429999999999999,54.92998313592279,1.0,0.0,0.0,0.0,55874.7,11.764899999999995,16956.885794059366,0.0210558624923136,0.3429999999999999,143.88039013940207,12.11376168752802,0.4530999999999999,1.0,0.0,1,2,0.5110681769290382,True,CRITICAL,0.00033284708155439355,0.4885989759894075,0.5110681769290382,CRITICAL,Schedule immediate inspection and preventive maintenance
63,872,298.5,308.2,1301.0,66.3,298.58000000000004,0.063245553201066,298.5,298.7,-0.1000000000000227,308.35,0.0849836585607253,308.2,308.5,-0.1999999999999886,1485.8,185.31462735334912,1278.0,1811.0,-9.0,44.43,14.729339579371654,24.7,66.3,6.599999999999994,9.699999999999989,9032.738613527908,86256.3,298.5,0.6629999999999999,66.21452003916349,0.0,0.0,0.0,0.0,86256.3,43.95689999999999,20407.315076070183,0.0509607993850492,0.0,185.31462735334912,14.729339579371654,0.4443,1.0,0.0,2,2,0.5078092224567369,True,CRITICAL,0.4565637251668924,0.035627052376370615,0.5078092224567369,CRITICAL,Schedule immediate inspection and preventive maintenance
64,1646,300.7,311.7,2097.0,18.9,300.7,0.0471404521188986,300.6,300.8,0.0,311.72,0.0421637022629957,311.7,311.8,0.0,1520.3,217.2305738661601,1389.0,2097.0,593.0,40.620000000000005,9.402103783492004,18.9,52.1,-18.0,11.0,4150.389470584011,39633.3,300.7,0.1889999999999999,77.64535438627075,0.0,1.0,0.0,0.0,39633.3,3.5720999999999976,24202.0569622006,0.0090128755364763,0.0,217.2305738661601,9.402103783492004,0.4061999999999999,0.0,1.0,2,2,0.5065817188628865,True,CRITICAL,0.0002918308240924947,0.493126450313021,0.5065817188628865,CRITICAL,Schedule immediate inspection and preventive maintenance
65,1667,301.0,311.1,1236.0,64.4,301.08000000000004,0.0421637021837847,301.0,301.1,-0.1000000000000227,311.12,0.0421637022592908,311.1,311.2,0.0,1568.8,224.60078163512577,1236.0,2089.0,-356.0,38.88,11.656643313292816,19.8,64.4,28.700000000000003,10.100000000000025,8335.524955916726,79598.40000000001,301.0,0.644,49.87567525568889,0.0,1.0,0.0,0.0,79598.40000000001,41.473600000000005,15516.322572044815,0.052103559870508,0.0,224.60078163512577,11.656643313292816,0.3888,1.0,0.0,2,2,0.5042974432328196,True,CRITICAL,0.311328528661264,0.18437402810591644,0.5042974432328196,CRITICAL,Schedule immediate inspection and preventive maintenance
66,1974,303.0,312.3,1932.0,21.9,303.02,0.0421637021559738,303.0,303.1,0.0,312.31000000000006,0.0737864788269668,312.2,312.4,-0.0999999999999659,1539.2,187.30059025830627,1257.0,1932.0,287.0,40.64,15.347471742566878,21.9,71.3,-7.700000000000003,9.300000000000011,4430.7766149169,42310.8,303.0,0.2189999999999999,56.7645665747666,0.0,1.0,0.0,0.0,42310.8,4.796099999999997,17727.57414129961,0.0113354037267022,0.0,187.30059025830627,15.347471742566878,0.4063999999999999,1.0,0.0,1,2,0.47720508913849274,True,CRITICAL,0.0003277729581540821,0.5224671379033532,0.47720508913849274,CRITICAL,Schedule immediate inspection and preventive maintenance
67,249,297.9,309.0,2456.0,13.9,297.87,0.0823272603074542,297.8,298.0,-0.1000000000000227,308.85,0.0971825316507316,308.7,309.0,0.0,1589.9,317.0154044627241,1386.0,2456.0,1063.0,38.86,11.1937681074983,13.9,55.9,-42.0,11.100000000000025,3574.964888176993,34138.4,297.9,0.139,36.77094866404319,0.0,0.0,1.0,0.0,34138.4,1.9321,11362.223137189343,0.0056596091205188,0.0,317.0154044627241,11.1937681074983,0.3885999999999999,0.0,1.0,1,2,0.4714743155903183,True,CRITICAL,0.00023790648909241728,0.5282877779205893,0.4714743155903183,CRITICAL,Schedule immediate inspection and preventive maintenance
68,1102,298.1,308.0,2129.0,18.4,298.08,0.06324555320531,298.0,298.2,0.0,307.91,0.0875595035772881,307.8,308.0,0.1000000000000227,1648.6,248.89319440720425,1314.0,2129.0,752.0,35.85,12.16225947575349,18.4,55.1,-36.7,9.899999999999975,4102.249799155504,39173.6,298.1,0.184,74.61111736219644,0.0,1.0,0.0,0.0,39173.6,3.3856,22980.224147556502,0.008642555190226,0.0,248.89319440720425,12.16225947575349,0.3585,0.0,1.0,1,2,0.47063225510612094,True,CRITICAL,0.00033326926880698185,0.529034475625072,0.47063225510612094,CRITICAL,Schedule immediate inspection and preventive maintenance
69,709,301.3,310.9,2165.0,17.4,301.19,0.0737864787646328,301.1,301.3,0.1000000000000227,310.9,0.0816496581549876,310.8,311.0,0.0,1560.7,250.71898833377097,1341.0,2165.0,752.0,40.31,12.688967211278031,17.4,59.3,-32.7,9.599999999999966,3944.8978951127024,37671.0,301.3,0.174,76.13124638392802,0.0,1.0,0.0,0.0,37671.0,3.0276,23669.20450076322,0.008036951501151,0.0,250.71898833377097,12.688967211278031,0.4030999999999999,1.0,0.0,1,2,0.45979090872064377,True,CRITICAL,0.00020301240813565548,0.5400060788712207,0.45979090872064377,CRITICAL,Schedule immediate inspection and preventive maintenance
70,1242,297.8,309.3,2243.0,15.7,297.61,0.1370320319390061,297.5,297.8,0.0,309.02,0.1549193338588297,308.9,309.3,0.1000000000000227,1583.1,284.13160096452947,1280.0,2243.0,843.0,39.49,12.863250841922556,15.7,56.9,-41.2,11.5,3687.71664851433,35215.1,297.8,0.157,71.33674181766713,0.0,1.0,0.0,0.0,35215.1,2.4649,22064.454244204444,0.0069995541685211,0.0,284.13160096452947,12.863250841922556,0.3949,0.0,1.0,1,2,0.45525916617850176,True,CRITICAL,0.0003769935459447214,0.5443638402755534,0.45525916617850176,CRITICAL,Schedule immediate inspection and preventive maintenance
71,1040,300.6,309.6,1888.0,20.5,300.65,0.0527046276724165,300.6,300.7,-0.0999999999999659,309.5,0.1054092553546038,309.3,309.6,0.0,1531.1,175.02409357951993,1251.0,1888.0,347.0,38.3,10.208928554075746,20.5,59.9,-14.1,9.0,4053.073402151312,38704.0,300.6,0.205,77.47718797770611,0.0,1.0,0.0,0.0,38704.0,4.2025,23986.93739789781,0.0108580508474518,0.0,175.02409357951993,10.208928554075746,0.383,0.0,0.0,1,2,0.4467651566706215,True,CRITICAL,0.00036368384058010114,0.5528711594887983,0.4467651566706215,CRITICAL,Schedule immediate inspection and preventive maintenance
72,1318,302.7,311.7,1784.0,25.1,302.62,0.0632455532041699,302.5,302.7,0.0999999999999659,311.52000000000004,0.1032795559378936,311.4,311.7,0.0999999999999659,1668.2,169.94103552572085,1442.0,2041.0,-257.0,33.92,10.751309997701084,19.2,59.8,5.900000000000002,9.0,4689.183082650173,44778.4,302.7,0.251,79.71140213701234,0.0,1.0,0.0,0.0,44778.4,6.3001000000000005,24846.044046106745,0.0140695067264495,0.0,169.94103552572085,10.751309997701084,0.3391999999999999,0.0,1.0,1,2,0.4415763256486812,True,CRITICAL,0.00011428335812686241,0.558309390993192,0.4415763256486812,CRITICAL,Schedule immediate inspection and preventive maintenance
73,567,301.5,310.5,2289.0,16.4,301.42,0.0632455532077325,301.3,301.5,0.1000000000000227,310.46,0.0699205899157574,310.4,310.6,0.1000000000000227,1608.3,283.03711967003505,1217.0,2289.0,600.0,37.8,12.802864262864524,16.4,60.6,-14.200000000000005,9.0,3931.13771928998,37539.6,301.5,0.1639999999999999,69.07675001042354,0.0,0.0,0.0,0.0,37539.6,2.689599999999998,21448.33087823651,0.0071647007426792,0.0,283.03711967003505,12.802864262864524,0.378,1.0,0.0,1,2,0.43442132451048004,True,CRITICAL,0.0003717873246135445,0.5652068881649065,0.43442132451048004,CRITICAL,Schedule immediate inspection and preventive maintenance
74,1442,302.4,310.3,1900.0,24.4,302.42,0.0421637021421407,302.4,302.5,-0.1000000000000227,310.15,0.097182531600435,310.0,310.3,0.0,1526.6,172.4903862055279,1346.0,1900.0,489.0,41.64,10.905268859083163,24.4,62.4,-25.1,7.900000000000034,4854.807847347427,46360.0,302.4,0.244,46.55756837813385,0.0,0.0,0.0,0.0,46360.0,5.9536,14446.813467734935,0.0128421052631511,0.0,172.4903862055279,10.905268859083163,0.4164,1.0,0.0,1,2,0.433815442652523,True,CRITICAL,0.0004173600615107023,0.5657671972859663,0.433815442652523,CRITICAL,Schedule immediate inspection and preventive maintenance
75,49,303.5,311.8,1944.0,23.5,303.54,0.0843274042856963,303.4,303.7,0.0,311.73999999999995,0.0966091783587968,311.6,311.9,0.1000000000000227,1592.8,223.8699026964807,1222.0,1959.0,-15.0,37.34,12.938933495462493,22.3,66.8,1.1999999999999993,8.300000000000011,4784.017292886537,45684.0,303.5,0.235,58.58264006641943,0.0,1.0,0.0,0.0,45684.0,5.5225,18266.06717270958,0.0120884773662489,0.0,223.8699026964807,12.938933495462493,0.3733999999999999,1.0,0.0,2,2,0.430221068564792,True,CRITICAL,0.00012848116974203432,0.569650450265466,0.430221068564792,CRITICAL,Schedule immediate inspection and preventive maintenance
76,1753,303.5,312.9,1883.0,23.3,303.47,0.0483045891800911,303.4,303.5,0.1000000000000227,312.89,0.0875595036650326,312.8,313.0,0.0999999999999659,1558.1,180.1742674930725,1376.0,1883.0,507.0,39.65,10.588699427009722,22.3,53.4,-30.1,9.399999999999975,4594.464064144441,43873.9,303.5,0.233,49.89787144791795,0.0,0.0,0.0,0.0,43873.9,5.4289000000000005,15613.043976053525,0.0123738714816716,0.0,180.1742674930725,10.588699427009722,0.3964999999999999,0.0,1.0,1,2,0.42560493951754746,True,CRITICAL,0.00035434536781208493,0.5740407151146405,0.42560493951754746,CRITICAL,Schedule immediate inspection and preventive maintenance
77,744,299.6,310.9,1630.0,29.8,299.69,0.0737864787808202,299.6,299.8,-0.0999999999999659,311.0,0.094280904218413,310.9,311.1,0.0,1683.7,230.8973076210815,1448.0,2144.0,10.0,33.720000000000006,10.207056382719058,17.7,47.3,-7.400000000000002,11.299999999999956,5086.657385182353,48574.0,299.6,0.298,68.53029048606727,0.0,1.0,0.0,0.0,48574.0,8.8804,21306.06731211832,0.0182822085889458,0.0,230.8973076210815,10.207056382719058,0.3371999999999999,0.0,1.0,2,2,0.42243369040537954,True,CRITICAL,0.00020016020594805986,0.5773661493886723,0.42243369040537954,CRITICAL,Schedule immediate inspection and preventive maintenance
78,145,300.7,311.0,1969.0,20.7,300.68,0.0421637021932099,300.6,300.7,0.0,311.02,0.0421637022664252,311.0,311.1,0.0,1511.9,261.78763658099945,1263.0,1981.0,657.0,41.57,12.782022966303488,19.9,52.3,-31.4,10.300000000000011,4268.199195093629,40758.3,300.7,0.207,61.70011528737496,1.0,0.0,1.0,0.0,40758.3,4.2849,19188.73585437361,0.010512950736409,0.207,261.78763658099945,12.782022966303488,0.4156999999999999,1.0,0.0,1,2,0.41910695732035214,True,CRITICAL,0.00030264136773939664,0.5805904013119085,0.41910695732035214,CRITICAL,Schedule immediate inspection and preventive maintenance
79,453,296.9,307.7,2008.0,17.5,296.98,0.0632455532036651,296.9,297.1,0.0,307.8,0.0666666666776354,307.7,307.9,-0.1000000000000227,1568.5,198.84849062093,1385.0,2008.0,616.0,39.0,11.219229523951734,17.5,56.4,-26.4,10.800000000000011,3679.852194904845,35140.0,296.9,0.175,67.33363765799525,0.0,1.0,0.0,0.0,35140.0,3.0625,20718.56030736514,0.0087151394422267,0.0,198.84849062093,11.219229523951734,0.3899999999999999,0.0,1.0,1,2,0.416465154419885,True,CRITICAL,0.0001762964447339806,0.583358549135381,0.416465154419885,CRITICAL,Schedule immediate inspection and preventive maintenance
80,661,300.0,309.5,1869.0,22.7,299.99,0.0994428926024406,299.8,300.1,-0.1000000000000227,309.52,0.103279555915417,309.4,309.7,-0.1000000000000227,1586.0,170.52011937337582,1322.0,1869.0,244.0,36.52,11.33409801341856,22.7,53.9,-15.3,9.5,4442.871746633221,42426.3,300.0,0.2269999999999999,65.75366700092553,1.0,0.0,0.0,0.0,42426.3,5.152899999999997,20350.759936786453,0.0121455323702449,0.2269999999999999,170.52011937337582,11.33409801341856,0.3651999999999999,1.0,0.0,1,2,0.4082733717250307,True,CRITICAL,0.00025977240621507565,0.5914668558687542,0.4082733717250307,CRITICAL,Schedule immediate inspection and preventive maintenance
