UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_rolling_mean,Air_temperature_K_rolling_std,Air_temperature_K_rolling_min,Air_temperature_K_rolling_max,Air_temperature_K_change,Process_temperature_K_rolling_mean,Process_temperature_K_rolling_std,Process_temperature_K_rolling_min,Process_temperature_K_rolling_max,Process_temperature_K_change,Rotational_speed_rpm_rolling_mean,Rotational_speed_rpm_rolling_std,Rotational_speed_rpm_rolling_min,Rotational_speed_rpm_rolling_max,Rotational_speed_rpm_change,Torque_Nm_rolling_mean,Torque_Nm_rolling_std,Torque_Nm_rolling_min,Torque_Nm_rolling_max,Torque_Nm_change,Tool_wear_min_rolling_mean,Tool_wear_min_rolling_std,Tool_wear_min_rolling_min,Tool_wear_min_rolling_max,Tool_wear_min_change,temperature_difference,power_consumption,load_signal,tool_wear_change,ambient_temperature,load_density,humidity,vibration_level,maintenance_due,shift_Morning,shift_Night
1989,H,298.3,307.9,1420,39.2,176,0,0,0,0,0,0,298.07000000000005,0.1059349905486226,298.0,298.3,0.1000000000000227,307.66,0.1173787790777143,307.5,307.9,0.0999999999999659,1449.3,85.44920518451954,1301.0,1599.0,-179.0,43.46,6.828079280930089,31.2,58.5,8.000000000000004,164.1,8.385834616917096,150.0,176.0,3.0,9.599999999999966,5829.1204489807415,55664.00000000001,3.0,298.3,0.392,73.73608113046708,1.42,0,False,False
1990,L,298.2,307.9,1785,23.4,181,0,0,0,0,0,0,298.09000000000003,0.1100504934627651,298.0,298.3,-0.1000000000000227,307.69,0.1370320319406005,307.5,307.9,0.0,1485.8,135.08334875590938,1301.0,1785.0,365.0,41.22,9.227711886847503,23.4,58.5,-15.800000000000004,167.2,8.32399476747524,155.0,181.0,5.0,9.699999999999989,4374.039451593069,41769.0,5.0,298.2,0.2339999999999999,82.33955861408103,1.785,0,False,False
1991,L,298.2,307.8,1423,48.1,183,0,0,0,0,0,0,298.11,0.1100504934626455,298.0,298.3,0.0,307.71,0.1370320319405962,307.5,307.9,-0.0999999999999659,1498.0,121.34981573029825,1385.0,1785.0,-362.0,40.18,7.485363495961084,23.4,48.1,24.700000000000003,170.0,8.472176684763317,158.0,183.0,2.0,9.600000000000025,7167.679774846769,68446.3,2.0,298.2,0.481,40.0220208930983,1.423,0,False,True
1992,M,298.2,307.8,1583,36.6,185,0,0,0,0,0,0,298.13,0.105934990548242,298.0,298.3,0.0,307.73,0.1337493509848853,307.5,307.9,0.0,1517.8,116.93664001405791,1387.0,1785.0,160.0,39.34,7.354545079971528,23.4,48.1,-11.5,172.7,8.525126261695494,160.0,185.0,2.0,9.600000000000025,6067.232228171824,57937.8,2.0,298.2,0.366,42.7795162192504,1.583,0,True,False
1993,L,298.2,307.8,1375,46.6,188,0,0,0,0,0,0,298.15,0.097182531581817,298.0,298.3,0.0,307.73999999999995,0.1349897115420652,307.5,307.9,0.0,1506.6,125.2803079320734,1375.0,1785.0,-208.0,39.87,7.694594061922816,23.4,48.1,10.0,175.5,8.488554385502338,163.0,188.0,3.0,9.600000000000025,6709.918309292199,64075.0,3.0,298.2,0.466,83.00063286263594,1.375,0,False,False
1994,M,298.3,308.0,1463,42.5,190,0,0,0,0,0,0,298.18,0.0918936583481808,298.0,298.3,0.1000000000000227,307.78000000000003,0.1475729574744614,307.5,308.0,0.1999999999999886,1507.0,125.11772234357538,1375.0,1785.0,88.0,39.68,7.59309627958919,23.4,48.1,-4.100000000000001,178.2,8.363943780037854,166.0,190.0,2.0,9.699999999999989,6511.212573952646,62177.5,2.0,298.3,0.425,36.88921109061232,1.463,0,True,False
1995,M,298.2,307.9,1403,45.1,193,0,0,0,0,0,0,298.2,0.0666666666677367,298.1,298.3,-0.1000000000000227,307.82,0.1135292424393967,307.6,308.0,-0.1000000000000227,1508.6,123.50456581753308,1375.0,1785.0,-60.0,39.64,7.560011757780399,23.4,48.1,2.6000000000000014,180.9,8.345990387942997,169.0,193.0,3.0,9.699999999999989,6626.173921123007,63275.3,3.0,298.2,0.451,83.8816168275236,1.403,0,False,True
1996,L,298.3,308.0,1451,47.1,196,0,0,0,0,0,0,298.22,0.0632455532043065,298.1,298.3,0.1000000000000227,307.85,0.1178511301976383,307.6,308.0,0.1000000000000227,1500.0,124.29892285221858,1375.0,1785.0,48.0,40.27,7.921286371403186,23.4,48.1,2.0,183.6,8.435375246877875,171.0,196.0,3.0,9.699999999999989,7156.7679763633005,68342.1,3.0,298.3,0.471,35.23222415424944,1.451,0,False,False
1997,M,298.4,308.0,1416,38.2,198,1,1,0,0,0,0,298.25,0.0707106781192461,298.2,298.4,0.0999999999999659,307.89,0.0875595035769313,307.8,308.0,0.0,1491.8,127.11831758903284,1375.0,1785.0,-35.0,39.8,7.887261177930459,23.4,48.1,-8.899999999999999,186.3,8.273787255884878,173.0,198.0,2.0,9.600000000000025,5664.417218128541,54091.2,2.0,298.4,0.382,78.68343278256657,1.416,0,False,True
1998,L,298.3,308.1,1672,41.3,0,0,0,0,0,0,0,298.26,0.0699205898785287,298.2,298.4,-0.0999999999999659,307.92,0.103279555898743,307.8,308.1,0.1000000000000227,1499.1,135.76077816839612,1375.0,1785.0,256.0,40.81,7.28750071469408,23.4,48.1,3.0999999999999943,169.0,59.77178821707391,0.0,198.0,-198.0,9.800000000000011,7231.2760821309375,69053.59999999999,-198.0,298.3,0.413,50.36625904938748,1.672,0,True,False
1999,H,298.3,308.0,1637,30.8,2,0,0,0,0,0,0,298.26,0.0699205898785287,298.2,298.4,0.0,307.93,0.1059349905470246,307.8,308.1,-0.1000000000000227,1520.8,139.01622607131415,1375.0,1785.0,-35.0,39.97,7.947892802498035,23.4,48.1,-10.499999999999996,151.6,79.55878329889195,0.0,198.0,2.0,9.699999999999989,5279.928165231197,50419.6,2.0,298.3,0.308,81.92944290886483,1.637,0,True,False
2000,L,298.4,308.0,1540,37.8,7,0,0,0,0,0,0,298.28000000000003,0.078881063774977,298.2,298.4,0.0999999999999659,307.93999999999994,0.1074967699772068,307.8,308.1,0.0,1496.3,104.612565635723,1375.0,1672.0,-97.0,41.41,5.55706757202034,30.8,48.1,6.9999999999999964,134.2,90.66642156829631,0.0,198.0,5.0,9.600000000000025,6095.946385025634,58211.99999999999,5.0,298.4,0.3779999999999999,50.84726443177927,1.54,0,True,False
2001,L,298.4,308.1,1279,53.1,9,0,0,0,0,0,0,298.3,0.0816496580929453,298.2,298.4,0.0,307.97,0.1059349905470587,307.8,308.1,0.1000000000000227,1481.9,123.9475247388524,1279.0,1672.0,-261.0,41.91,6.38860965573366,30.8,53.1,15.300000000000004,116.8,96.75260547740656,0.0,198.0,2.0,9.700000000000044,7112.031696976182,67914.90000000001,2.0,298.4,0.531,67.7153160767028,1.279,0,True,False
2002,L,298.4,308.2,1604,34.9,11,0,0,0,0,0,0,298.32,0.0788810637747004,298.2,298.4,0.0,308.01,0.1100504934614282,307.8,308.2,0.0999999999999659,1484.0,126.0114633233359,1279.0,1672.0,325.0,41.74,6.565769820313027,30.8,53.1,-18.200000000000003,99.4,98.75018987323514,0.0,198.0,2.0,9.800000000000011,5862.170003696506,55979.6,2.0,298.4,0.349,39.00162848829683,1.604,0,True,False
2003,L,298.5,308.2,1654,27.1,13,0,0,0,0,0,0,298.35,0.0849836585597209,298.2,298.5,0.1000000000000227,308.05,0.0971825315807797,307.9,308.2,0.0,1511.9,130.01918661831593,1279.0,1672.0,50.0,39.79,7.750763403261216,27.1,53.1,-7.799999999999997,81.9,96.79124156887552,0.0,198.0,2.0,9.699999999999989,4693.895471630558,44823.4,2.0,298.5,0.271,47.11649057268695,1.654,0,False,True
2004,M,298.5,308.2,1564,37.5,15,0,0,0,0,0,0,298.37,0.0948683298048016,298.2,298.5,0.0,308.07000000000005,0.1059349905471944,307.9,308.2,0.0,1522.0,129.72106827942463,1279.0,1672.0,-90.0,39.29,7.717721310219895,27.1,53.1,10.4,64.4,90.70366892003604,0.0,198.0,2.0,9.699999999999989,6141.813637768046,58650.0,2.0,298.5,0.375,73.68396732396253,1.564,0,True,False
2005,L,298.5,308.2,1451,47.5,18,0,0,0,0,0,0,298.4,0.081649658092285,298.3,298.5,0.0,308.1,0.0942809041583305,308.0,308.2,0.0,1526.8,125.65278437910489,1279.0,1672.0,-113.0,39.53,7.952225404808955,27.1,53.1,10.0,46.9,79.30034328074743,0.0,198.0,3.0,9.699999999999989,7217.547322234751,68922.5,3.0,298.5,0.475,61.43429268394098,1.451,0,True,False
2006,L,298.5,308.3,1504,38.0,20,0,0,0,0,0,0,298.42,0.0788810637740169,298.3,298.5,0.0,308.13,0.1059349905473214,308.0,308.3,0.1000000000000227,1532.1,123.19402041765775,1279.0,1672.0,53.0,38.62,7.497377319214149,27.1,53.1,-9.5,29.3,59.62111855523761,0.0,198.0,2.0,9.800000000000011,5984.943444598796,57152.0,2.0,298.5,0.38,81.39845308935224,1.504,0,False,True
2007,M,298.5,308.3,1381,50.5,22,0,0,0,0,0,0,298.42999999999995,0.0823272602341688,298.3,298.5,0.0,308.16,0.107496769977574,308.0,308.3,0.0,1528.6,127.28812460974618,1279.0,1672.0,-123.0,39.85,8.378046709506144,27.1,53.1,12.5,11.7,7.364328437354972,0.0,22.0,2.0,9.800000000000011,7303.208081922631,69740.5,2.0,298.5,0.505,56.43757041706772,1.381,0,False,False
2008,L,298.6,308.4,1562,34.4,25,0,0,0,0,0,0,298.46,0.0843274042702831,298.3,298.6,0.1000000000000227,308.18999999999994,0.1286683937710676,308.0,308.4,0.0999999999999659,1517.6,117.92766144265272,1279.0,1654.0,181.0,39.16,8.528149467107937,27.1,53.1,-16.1,14.2,7.19258877826598,2.0,25.0,3.0,9.799999999999956,5626.885657893655,53732.8,3.0,298.6,0.344,78.49061829069615,1.562,1,False,True
2009,L,298.5,308.3,1811,24.7,27,0,0,0,0,0,0,298.48,0.0632455532020141,298.4,298.6,-0.1000000000000227,308.22,0.1135292424398855,308.0,308.4,-0.0999999999999659,1535.0,146.8037238401429,1279.0,1811.0,249.0,38.55,9.369246382595447,24.7,53.1,-9.7,16.7,6.815831244643791,7.0,27.0,2.0,9.800000000000011,4684.292670086084,44731.7,2.0,298.5,0.247,57.44777187391188,1.811,0,True,False
2010,M,298.6,308.3,1717,28.7,29,0,0,0,0,0,0,298.5,0.0666666666651991,298.4,298.6,0.1000000000000227,308.25,0.0849836585604571,308.1,308.4,0.0,1552.7,157.73680610434468,1279.0,1811.0,-94.0,37.64,9.878281451975568,24.7,53.1,4.0,18.9,6.88718616949205,9.0,29.0,2.0,9.699999999999989,5160.369620811081,49277.9,2.0,298.6,0.287,83.96241393509926,1.717,0,False,False
2011,L,298.6,308.3,1278,60.5,32,0,0,0,0,0,0,298.52000000000004,0.0632455532016211,298.4,298.6,0.0,308.27,0.0674948557718449,308.2,308.4,0.0,1552.6,157.92980156456173,1278.0,1811.0,-439.0,38.38,11.33488224709704,24.7,60.5,31.8,21.2,7.05218642218461,11.0,32.0,3.0,9.699999999999989,8096.826746096974,77319.0,3.0,298.6,0.605,82.99171906994384,1.278,1,True,False
2012,L,298.7,308.5,1616,30.2,34,0,0,0,0,0,0,298.55,0.0707106781168329,298.5,298.7,0.0999999999999659,308.3,0.0942809041588447,308.2,308.5,0.1999999999999886,1553.8,158.40861368274298,1278.0,1811.0,338.0,37.91,11.589789567641956,24.7,60.5,-30.3,23.5,7.106335201769897,13.0,34.0,2.0,9.800000000000011,5110.65915305578,48803.2,2.0,298.7,0.302,51.45683527780402,1.616,0,True,False
2013,L,298.6,308.4,1397,46.4,36,0,0,0,0,0,0,298.56000000000006,0.0699205898760882,298.5,298.7,-0.0999999999999659,308.32000000000005,0.0918936583479752,308.2,308.5,-0.1000000000000227,1528.1,161.16964836952133,1278.0,1811.0,-219.0,39.84,11.189697642623477,24.7,60.5,16.2,25.8,7.052186422184946,15.0,36.0,2.0,9.799999999999956,6788.018302660441,64820.8,2.0,298.6,0.4639999999999999,79.29618352084016,1.397,0,False,True
2014,L,298.6,308.4,1485,42.9,38,0,0,0,0,0,0,298.57000000000005,0.0674948557689817,298.5,298.7,0.0,308.34000000000003,0.0843274042719818,308.2,308.5,0.0,1520.2,161.1505852025077,1278.0,1811.0,88.0,40.38,11.19452247008926,24.7,60.5,-3.5,28.1,6.8871861694927405,18.0,38.0,2.0,9.799999999999956,6671.329079530606,63706.5,2.0,298.6,0.429,77.38056871078246,1.485,0,True,False
2015,L,298.6,308.4,1310,59.7,40,0,0,0,0,0,0,298.58000000000004,0.063245553201066,298.5,298.7,0.0,308.36,0.0699205898790654,308.3,308.5,0.0,1506.1,173.5680782222853,1278.0,1811.0,-175.0,41.6,12.629506896329898,24.7,60.5,16.800000000000004,30.3,6.815831244644822,20.0,40.0,2.0,9.799999999999956,8189.817888643231,78207.0,2.0,298.6,0.597,45.53401986637815,1.31,0,False,False
2016,L,298.5,308.2,1301,66.3,42,1,0,0,1,0,0,298.58000000000004,0.063245553201066,298.5,298.7,-0.1000000000000227,308.35,0.0849836585607253,308.2,308.5,-0.1999999999999886,1485.8,185.31462735334912,1278.0,1811.0,-9.0,44.43,14.729339579371654,24.7,66.3,6.599999999999994,32.5,6.670832032057417,22.0,42.0,2.0,9.699999999999989,9032.738613527908,86256.3,2.0,298.5,0.6629999999999999,66.21452003916349,1.301,0,False,False
2017,L,298.5,308.3,1458,44.0,44,0,0,0,0,0,0,298.58000000000004,0.063245553201066,298.5,298.7,0.0,308.35,0.0849836585607253,308.2,308.5,0.1000000000000227,1493.5,182.04715506336876,1278.0,1811.0,157.0,43.78,14.574315306959246,24.7,66.3,-22.3,34.7,6.4472216238153495,25.0,44.0,2.0,9.800000000000011,6717.981730436413,64152.0,2.0,298.5,0.44,38.63411577949074,1.458,0,True,False
2018,L,298.7,308.5,1483,42.5,46,0,0,0,0,0,0,298.59000000000003,0.0737864787352113,298.5,298.7,0.1999999999999886,308.36,0.0966091783086997,308.2,308.5,0.1999999999999886,1485.6,180.45140927992404,1278.0,1811.0,25.0,44.59,14.215754171575512,24.7,66.3,-1.5,36.8,6.356099432822598,27.0,46.0,2.0,9.800000000000011,6600.224365804356,63027.5,2.0,298.7,0.425,76.83553602917308,1.483,0,False,True
2019,L,298.7,308.5,1375,46.4,48,0,0,0,0,0,0,298.61,0.0737864787350654,298.5,298.7,0.0,308.38,0.1032795558996271,308.2,308.5,0.0,1442.0,141.57918867780737,1278.0,1717.0,-108.0,46.76,12.379929994417031,28.7,66.3,3.899999999999999,38.9,6.2262883539550735,29.0,48.0,2.0,9.800000000000011,6681.120376634292,63800.0,2.0,298.7,0.4639999999999999,43.727294175174826,1.375,1,True,False
2020,M,298.7,308.5,1660,27.0,50,0,0,0,0,0,0,298.62,0.0788810637725388,298.5,298.7,0.0,308.4,0.1054092553397329,308.2,308.5,0.0,1436.3,129.94704049470633,1278.0,1660.0,285.0,46.59,12.663898820400185,27.0,66.3,-19.4,41.0,6.055300708189374,32.0,50.0,2.0,9.800000000000011,4693.539424463151,44820.0,2.0,298.7,0.27,38.54073506928823,1.66,0,False,False
2021,H,298.7,308.4,1560,33.3,53,0,0,0,0,0,0,298.63,0.0823272602327615,298.5,298.7,0.0,308.41,0.0994428926020339,308.2,308.5,-0.1000000000000227,1464.5,122.14131160258404,1301.0,1660.0,-100.0,43.87,12.258878868441071,27.0,66.3,6.299999999999997,43.1,6.226288353955419,34.0,53.0,3.0,9.699999999999989,5439.981838956085,51947.99999999999,3.0,298.7,0.3329999999999999,55.01095477694056,1.56,0,False,True
2022,L,298.7,308.5,1480,42.2,58,0,0,0,0,0,0,298.63,0.0823272602327615,298.5,298.7,0.0,308.41,0.0994428926020339,308.2,308.5,0.1000000000000227,1450.9,110.40576675759677,1301.0,1660.0,-80.0,45.07,11.323726320331913,27.0,66.3,8.900000000000006,45.5,6.916164640410896,36.0,58.0,5.0,9.800000000000011,6540.37702575347,62456.00000000001,5.0,298.7,0.422,63.84610692998217,1.48,0,False,False
2023,L,298.7,308.4,1373,46.9,60,0,0,0,0,0,0,298.64,0.0843274042690523,298.5,298.7,0.0,308.41,0.0994428926020339,308.2,308.5,-0.1000000000000227,1448.5,111.95758125289916,1301.0,1660.0,-107.0,45.12,11.33135276811888,27.0,66.3,4.699999999999996,47.9,7.40045043673733,38.0,60.0,2.0,9.699999999999989,6743.292495248835,64393.7,2.0,298.7,0.469,77.74584792798855,1.373,0,False,True
2024,L,298.7,308.5,1444,54.2,62,0,0,0,0,0,0,298.65,0.0849836585577333,298.5,298.7,0.0,308.42,0.1032795558997139,308.2,308.5,0.1000000000000227,1444.4,111.2207015103032,1301.0,1660.0,71.0,46.25,11.644478901560548,27.0,66.3,7.300000000000004,50.3,7.717944458637165,40.0,62.0,2.0,9.800000000000011,8195.870690489148,78264.8,2.0,298.7,0.542,83.71212627608682,1.444,0,True,False
2025,M,298.7,308.6,1722,24.7,64,0,0,0,0,0,0,298.66,0.0843274042689389,298.5,298.7,0.0,308.44,0.1173787790785187,308.2,308.6,0.1000000000000227,1485.6,130.53496764383604,1301.0,1722.0,278.0,42.75,12.388816641543196,24.7,66.3,-29.500000000000004,52.7,7.888810641235926,42.0,64.0,2.0,9.900000000000034,4454.087232406537,42533.4,2.0,298.7,0.247,56.97462562849319,1.722,0,False,False
2026,L,298.7,308.5,1469,39.9,67,0,0,0,0,0,0,298.67999999999995,0.0632455532002597,298.5,298.7,0.0,308.47,0.0823272602360738,308.3,308.6,-0.1000000000000227,1502.4,113.88610294695312,1373.0,1722.0,-253.0,40.11,9.220562769038434,24.7,54.2,15.2,55.2,8.08015401393038,44.0,67.0,3.0,9.800000000000011,6137.949478804129,58613.1,3.0,298.7,0.3989999999999999,38.02234614926351,1.469,0,True,False
2027,M,298.7,308.5,1360,52.9,69,0,0,0,0,0,0,298.7,0.0,298.7,298.7,0.0,308.49,0.0567646212216052,308.4,308.6,0.0,1492.6,122.05481464398416,1360.0,1722.0,-109.0,41.0,10.031616685925217,24.7,54.2,13.0,57.7,8.097324661060313,46.0,69.0,2.0,9.800000000000011,7533.958062328803,71944.0,2.0,298.7,0.529,72.45577895129352,1.36,0,False,False
2028,L,298.7,308.4,1750,25.8,72,0,0,0,0,0,0,298.7,0.0,298.7,298.7,0.0,308.48,0.0632455532049947,308.4,308.6,-0.1000000000000227,1519.3,146.48098094215968,1360.0,1750.0,390.0,39.33,11.088537625253682,24.7,54.2,-27.1,60.3,8.097324661060476,48.0,72.0,3.0,9.699999999999989,4728.096943652638,45150.0,3.0,298.7,0.258,63.25866281119687,1.75,0,False,True
2029,M,298.7,308.3,1349,46.6,74,0,0,0,0,0,0,298.7,0.0,298.7,298.7,0.0,308.46000000000004,0.0843274042723201,308.3,308.6,-0.0999999999999659,1516.7,149.52595464035892,1349.0,1750.0,-401.0,39.35,11.102877504903349,24.7,54.2,20.8,62.9,7.8803553219353075,50.0,74.0,2.0,9.600000000000025,6583.03985398922,62863.4,2.0,298.7,0.466,57.39456724222316,1.349,0,True,False
2030,L,298.7,308.5,1668,35.2,77,0,0,0,0,0,0,298.7,0.0,298.7,298.7,0.0,308.46000000000004,0.0843274042723201,308.3,308.6,0.1999999999999886,1517.5,150.39669765877915,1349.0,1750.0,319.0,40.17,10.367904534882848,24.7,54.2,-11.4,65.6,7.589466384401266,53.0,77.0,3.0,9.800000000000011,6148.473814193656,58713.600000000006,3.0,298.7,0.352,50.46344393960948,1.668,1,False,False
2031,L,298.9,308.6,1400,49.5,79,0,0,0,0,0,0,298.72,0.0632455532033669,298.7,298.9,0.1999999999999886,308.48,0.0918936583483788,308.3,308.6,0.1000000000000227,1501.5,153.84425746694322,1349.0,1750.0,-268.0,41.79,10.440567247254544,24.7,54.2,14.299999999999995,68.2,7.23878442833874,58.0,79.0,2.0,9.700000000000044,7257.079029792421,69300.0,2.0,298.9,0.495,60.11992639217678,1.4,0,True,False
2032,L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0,298.73,0.0674948557710624,298.7,298.9,-0.0999999999999659,308.49,0.0994428926022232,308.3,308.6,0.0,1486.6,163.09520055612916,1331.0,1750.0,-69.0,43.85,12.38217805288444,24.7,62.8,13.299999999999995,70.5,7.291547618073161,60.0,81.0,2.0,9.800000000000011,8753.189227235976,83586.8,2.0,298.8,0.628,51.933980222851545,1.331,0,False,False
2033,L,298.8,308.5,1444,42.2,83,0,0,0,0,0,0,298.74,0.0699205898780241,298.7,298.9,0.0,308.5,0.0942809041593276,308.3,308.6,-0.1000000000000227,1493.7,159.09679094465872,1331.0,1750.0,113.0,43.38,12.342681142190202,24.7,62.8,-20.599999999999994,72.8,7.23878442833906,62.0,83.0,2.0,9.699999999999989,6381.286773775684,60936.8,2.0,298.8,0.422,72.85059338736801,1.444,0,False,False
2034,H,298.8,308.5,1359,47.6,85,0,0,0,0,0,0,298.75,0.0707106781186728,298.7,298.9,0.0,308.5,0.0942809041593276,308.3,308.6,0.0,1485.2,164.23479127963788,1331.0,1750.0,-85.0,42.72,11.867116096358217,24.7,62.8,5.399999999999999,75.1,7.078135347672182,64.0,85.0,2.0,9.699999999999989,6774.153407082599,64688.4,2.0,298.8,0.476,62.194684824632056,1.359,1,False,True
2035,M,298.8,308.5,1425,47.4,90,0,0,0,0,0,0,298.76,0.0699205898780302,298.7,298.9,0.0,308.49,0.0875595035782745,308.3,308.6,0.0,1455.5,142.0041079218,1331.0,1750.0,66.0,44.99,10.072564497463162,25.8,62.8,-0.2000000000000028,77.7,7.318925239858361,67.0,90.0,5.0,9.699999999999989,7073.295859557418,67545.0,5.0,298.8,0.474,78.8423887077056,1.425,1,False,False
2036,M,298.9,308.6,1469,34.2,93,0,0,0,0,0,0,298.78000000000003,0.0788810637746792,298.7,298.9,0.0999999999999659,308.5,0.0942809041593276,308.3,308.6,0.1000000000000227,1455.5,142.0041079218,1331.0,1750.0,44.0,44.42,10.542907041650736,25.8,62.8,-13.199999999999996,80.3,7.70353454230045,69.0,93.0,3.0,9.700000000000044,5261.099553260684,50239.8,3.0,298.9,0.342,62.1771957324721,1.469,0,True,False
2037,L,299.0,308.7,1892,22.8,96,0,0,0,0,0,0,298.81,0.0994428926012042,298.7,299.0,0.1000000000000227,308.52000000000004,0.1135292424404663,308.3,308.7,0.0999999999999659,1508.7,192.8142744830994,1331.0,1892.0,423.0,41.41,12.042927846296804,22.8,62.8,-11.400000000000002,83.0,8.027729719193276,72.0,96.0,3.0,9.699999999999989,4517.358908449836,43137.6,3.0,299.0,0.228,46.913120666996505,1.892,0,True,False
2038,H,299.0,308.7,1940,19.9,98,0,0,0,0,0,0,298.84000000000003,0.1074967699773621,298.7,299.0,0.0,308.55,0.1178511301987145,308.3,308.7,0.0,1527.7,225.77769302273023,1331.0,1940.0,48.0,40.82,12.999213651431209,19.9,62.8,-2.900000000000002,85.6,8.275801404629405,74.0,98.0,2.0,9.699999999999989,4042.810866149585,38606.0,2.0,299.0,0.1989999999999999,77.55459411160723,1.94,0,True,False
2039,L,299.0,308.8,1405,55.2,103,0,0,0,0,0,0,298.87,0.1059349905472163,298.7,299.0,0.0,308.6,0.1054092553401011,308.5,308.8,0.1000000000000227,1533.3,221.50698509176632,1331.0,1940.0,-535.0,41.68,13.690207367961149,19.9,62.8,35.300000000000004,88.5,8.822320178576238,77.0,103.0,5.0,9.800000000000011,8121.645328060334,77556.0,5.0,299.0,0.552,62.860952246502194,1.405,0,True,False
2040,M,299.0,308.9,1449,39.6,105,0,0,0,0,0,0,298.9,0.0942809041583361,298.8,299.0,0.0,308.64,0.1349897115430499,308.5,308.9,0.0999999999999659,1511.4,217.49952745797864,1331.0,1940.0,44.0,42.120000000000005,13.52855416435096,19.9,62.8,-15.6,91.3,9.202052911049838,79.0,105.0,2.0,9.899999999999975,6008.861436668127,57380.4,2.0,299.0,0.396,45.34205190717806,1.449,0,True,False
2041,L,299.1,308.9,1686,29.6,108,0,0,0,0,0,0,298.92,0.1135292424396429,298.8,299.1,0.1000000000000227,308.67,0.1567021236480802,308.5,308.9,0.0,1540.0,220.01262590032212,1331.0,1940.0,237.0,40.13000000000001,13.78356912333586,19.9,62.8,-10.0,94.2,9.46103118645622,81.0,108.0,3.0,9.799999999999956,5226.102211099694,49905.600000000006,3.0,299.1,0.296,66.17539049781111,1.686,0,False,True
2042,L,299.1,308.9,1680,27.2,110,0,0,0,0,0,0,298.95,0.1178511301979168,298.8,299.1,0.0,308.7,0.1699673171205649,308.5,308.9,0.0,1574.9,210.6574101341892,1359.0,1940.0,-6.0,36.57000000000001,11.720831407749577,19.9,55.2,-2.400000000000002,97.1,9.409805760186208,83.0,110.0,2.0,9.799999999999956,4785.273929947973,45696.0,2.0,299.1,0.272,52.88583824712138,1.68,0,False,False
2043,M,299.1,308.9,1397,52.4,112,0,0,0,0,0,0,298.98,0.1135292424397017,298.8,299.1,0.0,308.74,0.1646545204705954,308.5,308.9,0.0,1570.2,214.3936151619767,1359.0,1940.0,-283.0,37.59,12.670565189533663,19.9,55.2,25.2,100.0,9.043106644166588,85.0,112.0,2.0,9.799999999999956,7665.779290073429,73202.8,2.0,299.1,0.524,77.2202806146033,1.397,0,False,False
2044,M,299.2,309.0,1597,30.3,115,0,0,0,0,0,0,299.02,0.113529242439744,298.8,299.2,0.0999999999999659,308.79,0.1595131481877246,308.5,309.0,0.1000000000000227,1594.0,201.14395066441455,1397.0,1940.0,200.0,35.86,12.328395407892032,19.9,55.2,-22.1,103.0,8.472176684758942,90.0,115.0,3.0,9.800000000000011,5067.294702460728,48389.1,3.0,299.2,0.303,57.66498693232714,1.597,0,True,False
2045,L,299.3,309.1,1470,41.1,118,0,0,0,0,0,0,299.07000000000005,0.1159501808731348,298.9,299.3,0.1000000000000227,308.85,0.1509230856367663,308.6,309.1,0.1000000000000227,1598.5,197.4117242944006,1397.0,1940.0,-127.0,35.230000000000004,11.823803674509035,19.9,55.2,10.8,105.8,8.323994767471149,93.0,118.0,3.0,9.800000000000011,6326.853445064485,60417.0,3.0,299.3,0.411,71.32206790537083,1.47,0,False,True
2046,M,299.3,309.1,1703,31.3,120,0,0,0,0,0,0,299.11,0.1197218999741219,299.0,299.3,0.0,308.9,0.141421356238614,308.7,309.1,0.0,1621.9,194.1983235995833,1397.0,1940.0,233.0,34.94,11.887266763689254,19.9,55.2,-9.8,108.5,8.086339647138864,96.0,120.0,2.0,9.800000000000011,5581.971354922833,53303.9,2.0,299.3,0.313,39.776810381811856,1.703,0,False,False
2047,L,299.3,309.1,1388,45.5,123,0,0,0,0,0,0,299.14,0.1264911064070993,299.0,299.3,0.0,308.93999999999994,0.1349897115435473,308.7,309.1,0.0,1571.5,181.2826215854361,1388.0,1940.0,-315.0,37.21,11.47155419093488,19.9,55.2,14.2,111.2,7.955431408094264,98.0,123.0,3.0,9.800000000000011,6613.471414826994,63154.0,3.0,299.3,0.455,54.80121731511731,1.388,0,True,False
2048,L,299.3,309.2,1775,24.2,125,0,0,0,0,0,0,299.17,0.1251665557038789,299.0,299.3,0.0,308.99,0.1286683937723923,308.8,309.2,0.0999999999999659,1555.0,148.57396212735847,1388.0,1775.0,387.0,37.64,10.81225641986394,24.2,55.2,-21.3,113.9,7.5490985480980095,103.0,125.0,2.0,9.899999999999975,4498.237081164985,42955.0,2.0,299.3,0.242,84.16207182361993,1.775,0,False,False
2049,L,299.3,309.2,1465,41.5,127,0,0,0,0,0,0,299.2,0.1154700538384475,299.0,299.3,0.0,309.03,0.1251665557051746,308.9,309.2,0.0,1561.0,142.94832010982765,1388.0,1775.0,-310.0,36.27,9.067162976612062,24.2,52.4,17.3,116.3,7.513691207094194,105.0,127.0,2.0,9.899999999999975,6366.699311887515,60797.5,2.0,299.3,0.415,75.42301447385742,1.465,1,False,False
