UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_rolling_mean,Air_temperature_K_rolling_std,Air_temperature_K_rolling_min,Air_temperature_K_rolling_max,Air_temperature_K_change,Process_temperature_K_rolling_mean,Process_temperature_K_rolling_std,Process_temperature_K_rolling_min,Process_temperature_K_rolling_max,Process_temperature_K_change,Rotational_speed_rpm_rolling_mean,Rotational_speed_rpm_rolling_std,Rotational_speed_rpm_rolling_min,Rotational_speed_rpm_rolling_max,Rotational_speed_rpm_change,Torque_Nm_rolling_mean,Torque_Nm_rolling_std,Torque_Nm_rolling_min,Torque_Nm_rolling_max,Torque_Nm_change,Tool_wear_min_rolling_mean,Tool_wear_min_rolling_std,Tool_wear_min_rolling_min,Tool_wear_min_rolling_max,Tool_wear_min_change,temperature_difference,power_consumption,load_signal,tool_wear_change
1710,L,298.2,307.8,1749,26.1,66,0,0,0,0,0,0,298.11,0.08755950357763653,298.0,298.2,0.0,307.76000000000005,0.06992058987948405,307.6,307.8,0.0,1583.6,135.9118995689654,1430.0,1844.0,122.0,36.970000000000006,8.126369969973629,23.8,47.3,-5.399999999999999,55.4,7.574812062208092,44.0,66.0,2.0,9.600000000000023,4780.341629481837,45648.9,2.0
1711,L,298.2,307.8,1530,35.9,68,0,0,0,0,0,0,298.13,0.08232726023540024,298.0,298.2,0.0,307.78000000000003,0.04216370213833592,307.7,307.8,0.0,1552.2,100.80432089504467,1430.0,1749.0,-219.0,38.18,6.72801770376851,26.1,47.3,9.799999999999997,57.8,7.360555534589393,47.0,68.0,2.0,9.600000000000023,5751.941989457552,54927.0,2.0
1712,L,298.2,307.8,1355,51.3,70,0,0,0,0,0,0,298.15,0.07071067811925431,298.0,298.2,0.0,307.79,0.031622776605569836,307.7,307.8,0.0,1539.8,117.1160867591544,1355.0,1749.0,-175.0,39.06,7.839529464337922,26.1,51.3,15.399999999999999,60.1,7.202622979010898,49.0,70.0,2.0,9.600000000000023,7279.22725800023,69511.5,2.0
1713,L,298.3,307.9,1551,33.8,72,0,0,0,0,0,0,298.17999999999995,0.0632455532040017,298.1,298.3,0.10000000000002274,307.81,0.031622776605986266,307.8,307.9,0.0999999999999659,1551.9,110.57973493266208,1355.0,1749.0,196.0,37.709999999999994,7.41371851517324,26.1,51.3,-17.5,62.4,6.9314099896373,51.0,72.0,2.0,9.599999999999966,5489.80749844202,52423.799999999996,2.0
1714,L,298.2,307.8,1515,46.7,74,0,0,0,0,0,0,298.19,0.05676462122045034,298.1,298.3,-0.10000000000002274,307.81000000000006,0.031622776605986266,307.8,307.9,-0.0999999999999659,1539.8,106.91408804372892,1355.0,1749.0,-36.0,38.71,7.919518784482932,26.1,51.3,12.900000000000006,64.7,6.5328231093286435,54.0,74.0,2.0,9.600000000000023,7408.97503459349,70750.5,2.0
1715,L,298.2,307.8,1388,48.6,76,0,0,0,0,0,0,298.2,0.047140452079934704,298.1,298.3,0.0,307.81,0.031622776605986266,307.8,307.9,0.0,1528.3,117.01951404217432,1355.0,1749.0,-127.0,39.1,8.332533294929659,26.1,51.3,1.8999999999999986,66.9,6.226288353960851,57.0,76.0,2.0,9.600000000000023,7064.0595771558665,67456.8,2.0
1716,L,298.2,307.8,1585,34.6,78,0,0,0,0,0,0,298.21,0.031622776602915466,298.2,298.3,0.0,307.81000000000006,0.031622776605986266,307.8,307.9,0.0,1526.0,115.49506963983819,1355.0,1749.0,197.0,39.3,8.181822671154785,26.1,51.3,-14.0,69.0,6.05530070819524,60.0,78.0,2.0,9.600000000000023,5742.936090517262,54841.0,2.0
1717,L,298.1,307.7,1523,37.7,80,0,0,0,0,0,0,298.2,0.047140452079934704,298.1,298.3,-0.0999999999999659,307.8,0.04714045208183656,307.7,307.9,-0.10000000000002274,1526.2,115.48718062576837,1355.0,1749.0,-62.0,38.78,8.092355789399182,26.1,51.3,3.1000000000000014,71.0,6.05530070819534,62.0,80.0,2.0,9.599999999999966,6012.704651681018,57417.100000000006,2.0
1718,L,298.2,307.6,1369,54.5,82,0,0,0,0,0,0,298.2,0.047140452079934704,298.1,298.3,0.0999999999999659,307.78,0.07888106377610482,307.6,307.9,-0.0999999999999659,1519.2,123.22229235545522,1355.0,1749.0,-154.0,40.07,9.497958845047833,26.1,54.5,16.799999999999997,73.0,6.055300708195438,64.0,82.0,2.0,9.400000000000034,7813.193289355376,74610.5,2.0
1719,M,298.2,307.7,1681,31.0,84,0,0,0,0,0,0,298.2,0.047140452079934704,298.1,298.3,0.0,307.77000000000004,0.08232726023614831,307.6,307.9,0.0999999999999659,1524.6,129.4949162451302,1355.0,1749.0,312.0,40.019999999999996,9.549264078684002,26.1,54.5,-23.5,75.0,6.055300708195537,66.0,84.0,2.0,9.5,5457.05115904059,52111.0,2.0
1720,L,298.2,307.7,1503,38.3,87,0,0,0,0,0,0,298.2,0.047140452079934704,298.1,298.3,0.0,307.76,0.08432740427232802,307.6,307.9,0.0,1500.0,102.72941805214919,1355.0,1681.0,-178.0,41.24,8.266424727642407,31.0,54.5,7.299999999999997,77.1,6.2262883539613405,68.0,87.0,3.0,9.5,6028.182231487703,57564.899999999994,3.0
1721,L,298.2,307.7,1459,44.5,89,0,0,0,0,0,0,298.2,0.047140452079934704,298.1,298.3,0.0,307.75,0.08498365856095236,307.6,307.9,0.0,1492.9,102.87905520561456,1355.0,1681.0,-44.0,42.1,8.094717070067642,31.0,54.5,6.200000000000003,79.2,6.356099432829004,70.0,89.0,2.0,9.5,6798.98246102147,64925.5,2.0
1722,L,298.2,307.7,1688,32.4,91,0,0,0,0,0,0,298.2,0.047140452079934704,298.1,298.3,0.0,307.74,0.08432740427214713,307.6,307.9,0.0,1526.2,107.09061583537544,1369.0,1688.0,229.0,40.209999999999994,7.912360232221774,31.0,54.5,-12.100000000000001,81.3,6.44722162382193,72.0,91.0,2.0,9.5,5727.249071200336,54691.2,2.0
1723,M,298.2,307.7,1952,21.6,93,0,0,0,0,0,0,298.19,0.031622776602932334,298.1,298.2,0.0,307.71999999999997,0.06324555320446151,307.6,307.8,0.0,1566.3,172.50639279619648,1369.0,1952.0,264.0,38.99,9.740003422312894,21.6,54.5,-10.799999999999997,83.4,6.50128192487284,74.0,93.0,2.0,9.5,4415.31997906124,42163.200000000004,2.0
1724,L,298.2,307.8,2029,19.9,96,0,0,0,0,0,0,298.18999999999994,0.031622776602932334,298.1,298.2,0.0,307.71999999999997,0.06324555320446151,307.6,307.8,0.10000000000002274,1617.7,224.3177557741602,1369.0,2029.0,77.0,36.309999999999995,10.989737637147384,19.9,54.5,-1.7000000000000028,85.6,6.686636756331547,76.0,96.0,3.0,9.600000000000023,4228.280024442014,40377.1,3.0
1725,M,298.3,307.8,1457,52.5,98,0,0,0,0,0,0,298.2,0.047140452079934704,298.1,298.3,0.10000000000002274,307.71999999999997,0.06324555320446151,307.6,307.8,0.0,1624.6,217.4223743980576,1369.0,2029.0,-572.0,36.7,11.530250069563412,19.9,54.5,32.6,87.8,6.795423296439456,78.0,98.0,2.0,9.5,8010.275868490575,76492.5,2.0
1726,M,298.3,307.8,1392,50.4,101,0,0,0,0,0,0,298.21000000000004,0.056764621220439765,298.1,298.3,0.0,307.71999999999997,0.06324555320446151,307.6,307.8,0.0,1605.3,229.5556335376875,1369.0,2029.0,-65.0,38.28,12.269365645107069,19.9,54.5,-2.1000000000000014,90.1,6.999206304210827,80.0,101.0,3.0,9.5,7346.802915978946,70156.8,3.0
1727,L,298.3,307.8,1906,22.1,104,0,0,0,0,0,0,298.22999999999996,0.04830458915475298,298.2,298.3,0.0,307.73,0.06749485577219008,307.6,307.8,0.0,1643.6,245.68281267611036,1369.0,2029.0,514.0,36.72,13.29977443417746,19.9,54.5,-28.299999999999997,92.5,7.2610069702651705,82.0,104.0,3.0,9.5,4411.068357003382,42122.600000000006,3.0
1728,M,298.3,307.7,1602,33.4,106,0,0,0,0,0,0,298.24,0.05163977795015589,298.2,298.3,0.0,307.74,0.0516397779510634,307.7,307.8,-0.10000000000002274,1666.9,227.0919784287129,1392.0,2029.0,-304.0,34.61,11.74889592921633,19.9,52.5,11.299999999999997,94.9,7.370361064577557,84.0,106.0,2.0,9.399999999999977,5603.218993236612,53506.799999999996,2.0
1729,L,298.3,307.7,1465,49.4,109,0,0,0,0,0,0,298.25,0.052704627670168196,298.2,298.3,0.0,307.73999999999995,0.0516397779510634,307.7,307.8,0.0,1645.3,235.71076909353752,1392.0,2029.0,-137.0,36.45,12.53521705702247,19.9,52.5,16.0,97.4,7.501111028820112,87.0,109.0,3.0,9.399999999999977,7578.673397764897,72371.0,3.0
1730,M,298.3,307.7,1439,43.8,111,0,0,0,0,0,0,298.26,0.051639777950124435,298.2,298.3,0.0,307.74,0.0516397779510634,307.7,307.8,0.0,1638.9,240.81733510876902,1392.0,2029.0,-26.0,37.0,12.744323355038437,19.9,52.5,-5.600000000000001,99.8,7.641989269818526,89.0,111.0,2.0,9.399999999999977,6600.29766963294,63028.2,2.0
1731,M,298.3,307.8,1330,55.4,114,0,0,0,0,0,0,298.27000000000004,0.04830458915468208,298.2,298.3,0.0,307.75,0.052704627671216156,307.7,307.8,0.10000000000002274,1626.0,254.58637477725011,1330.0,2029.0,-109.0,38.089999999999996,13.873191573839264,19.9,55.4,11.600000000000001,102.3,7.8038452060521415,91.0,114.0,3.0,9.5,7715.960996726772,73682.0,3.0
1732,M,298.3,307.9,1485,42.0,117,0,0,0,0,0,0,298.28,0.04216370213637352,298.2,298.3,0.0,307.77,0.06749485577263785,307.7,307.9,0.0999999999999659,1605.7,257.17354711037746,1330.0,2029.0,155.0,39.05,13.767453569116478,19.9,55.4,-13.399999999999999,104.9,7.95054156087091,93.0,117.0,3.0,9.599999999999966,6531.37112681318,62370.0,3.0
1733,H,298.4,307.9,1700,28.2,120,0,0,0,0,0,0,298.3,0.047140452079756354,298.2,298.4,0.0999999999999659,307.79,0.0737864787389204,307.7,307.9,0.0,1580.5,230.4253313620997,1330.0,2029.0,215.0,39.709999999999994,12.973258821300247,19.9,55.4,-13.8,107.6,8.044321668800746,96.0,120.0,3.0,9.5,5020.265060436489,47940.0,3.0
1734,L,298.4,308.0,1515,42.8,125,0,0,0,0,0,0,298.32000000000005,0.04216370213623787,298.3,298.4,0.0,307.81,0.09944289260256778,307.7,308.0,0.10000000000002274,1529.1,168.1867018127969,1330.0,1906.0,-185.0,42.0,10.951509282083254,22.1,55.4,14.599999999999998,110.5,8.605553762285338,98.0,125.0,5.0,9.600000000000023,6790.238361468979,64841.99999999999,5.0
1735,M,298.5,308.1,1501,39.2,127,0,0,0,0,0,0,298.34000000000003,0.06992058987836532,298.3,298.5,0.10000000000002274,307.84000000000003,0.13498971154332828,307.7,308.1,0.10000000000002274,1533.5,166.65949984591006,1330.0,1906.0,-14.0,40.67,10.324302505361919,22.1,55.4,-3.5999999999999943,113.4,8.809086218219768,101.0,127.0,2.0,9.600000000000023,6161.626615436686,58839.200000000004,2.0
1736,L,298.4,308.0,1380,47.6,130,0,0,0,0,0,0,298.35,0.07071067811898248,298.3,298.5,-0.10000000000002274,307.86,0.14298407059811893,307.7,308.1,-0.10000000000002274,1532.3,167.83063552945939,1330.0,1906.0,-121.0,40.39,10.065833298838214,22.1,55.4,8.399999999999999,116.3,9.043720964786566,104.0,130.0,3.0,9.600000000000023,6878.831274300212,65688.0,3.0
1737,L,298.4,307.9,1544,35.9,132,0,0,0,0,0,0,298.36,0.06992058987831835,298.3,298.5,0.0,307.87,0.14181364924255951,307.7,308.1,-0.10000000000002274,1496.1,105.87461137276136,1330.0,1700.0,164.0,41.769999999999996,8.01721065375401,28.2,55.4,-11.700000000000003,119.1,9.146341102079472,106.0,132.0,2.0,9.5,5804.574138380693,55429.6,2.0
1738,L,298.4,307.9,1743,27.3,134,0,0,0,0,0,0,298.37,0.06749485577135539,298.3,298.5,0.0,307.89,0.128668393772406,307.7,308.1,0.0,1510.2,128.51355311146483,1330.0,1743.0,199.0,41.16,8.907450065347927,27.3,55.4,-8.599999999999998,121.9,8.974655672753071,109.0,134.0,2.0,9.5,4982.974355638378,47583.9,2.0
1739,H,298.4,307.9,1948,21.4,136,0,0,0,0,0,0,298.38,0.063245553203668,298.3,298.5,0.0,307.90999999999997,0.11005049346351185,307.7,308.1,0.0,1558.5,187.06460559567853,1330.0,1948.0,205.0,38.36,10.31850549040683,21.4,55.4,-5.900000000000002,124.6,8.72034657823188,111.0,136.0,2.0,9.5,4365.47337562428,41687.2,2.0
1740,H,298.5,307.9,1260,54.2,141,0,0,0,0,0,0,298.4,0.06666666666691065,298.3,298.5,0.10000000000002274,307.92999999999995,0.08232726023781654,307.8,308.1,0.0,1540.6,207.24553339242598,1260.0,1948.0,-688.0,39.4,11.395613191048573,21.4,55.4,32.800000000000004,127.6,8.682037651255351,114.0,141.0,5.0,9.399999999999977,7151.521516631806,68292.0,5.0
1741,M,298.5,307.9,1640,33.1,146,0,0,0,0,0,0,298.41999999999996,0.06324555320357757,298.3,298.5,0.0,307.94,0.06992058988163452,307.9,308.1,0.0,1571.6,195.07104119041156,1260.0,1948.0,380.0,37.17,10.014994314082836,21.4,54.2,-21.1,130.8,9.0037029419404,117.0,146.0,5.0,9.399999999999977,5684.607186915611,54284.0,5.0
1742,M,298.5,308.0,1363,49.2,149,0,0,0,0,0,0,298.44,0.05163977794964316,298.4,298.5,0.0,307.95,0.07071067812237215,307.9,308.1,0.10000000000002274,1559.4,204.66786101714513,1260.0,1948.0,-277.0,37.89,10.640118002687352,21.4,54.2,16.1,134.0,9.23760430703625,120.0,149.0,3.0,9.5,7022.464890422338,67059.6,3.0
1743,L,298.5,308.0,1379,49.6,152,0,0,0,0,0,0,298.45,0.05270462766965444,298.4,298.5,0.0,307.96,0.06992058988190415,307.9,308.1,0.0,1527.3,205.3376893477343,1260.0,1948.0,16.0,40.03,10.626701171002129,21.4,54.2,0.3999999999999986,137.2,9.39030232622044,125.0,152.0,3.0,9.5,7162.663698576537,68398.40000000001,3.0
1744,M,298.5,308.0,1713,25.8,154,0,0,0,0,0,0,298.46,0.05163977794958846,298.4,298.5,0.0,307.96,0.06992058988190415,307.9,308.1,0.0,1547.1,213.40751314484388,1260.0,1948.0,334.0,38.33,11.461340817432037,21.4,54.2,-23.8,140.1,9.677580046457921,127.0,154.0,2.0,9.5,4628.131465415412,44195.4,2.0
1745,M,298.5,308.0,1461,51.9,157,0,0,0,0,0,0,298.46,0.05163977794958846,298.4,298.5,0.0,307.95,0.052704627674448896,307.9,308.0,0.0,1543.1,214.73831620007752,1260.0,1948.0,-252.0,39.6,12.245271196125747,21.4,54.2,26.099999999999998,143.1,9.814388530227898,130.0,157.0,3.0,9.5,7940.469679727809,75825.9,3.0
1746,L,298.5,308.0,1624,29.8,160,0,0,0,0,0,0,298.46999999999997,0.04830458915409668,298.4,298.5,0.0,307.95,0.052704627674448896,307.9,308.0,0.0,1567.5,207.900216450104,1260.0,1948.0,163.0,37.82,12.246886225576793,21.4,54.2,-22.099999999999998,146.1,9.949316001059437,132.0,160.0,3.0,9.5,5067.9334929669585,48395.200000000004,3.0
1747,L,298.4,308.0,1526,41.1,162,0,0,0,0,0,0,298.46999999999997,0.04830458915409668,298.4,298.5,-0.10000000000002274,307.96,0.05163977795469303,307.9,308.0,0.0,1565.7,208.2039865132272,1260.0,1948.0,-98.0,38.34,12.26668478259533,21.4,54.2,11.3,149.1,9.746224340170869,134.0,162.0,2.0,9.600000000000023,6567.876433447894,62718.6,2.0
1748,L,298.4,307.9,2381,14.2,164,0,0,0,0,0,0,298.46999999999997,0.04830458915409668,298.4,298.5,0.0,307.96,0.05163977795469303,307.9,308.0,-0.10000000000002274,1629.5,330.43985837062746,1260.0,2381.0,855.0,37.03,14.134044793413619,14.2,54.2,-26.900000000000002,152.1,9.182713227705316,136.0,164.0,2.0,9.5,3540.5958645467203,33810.2,2.0
1749,H,298.4,307.7,1626,31.1,166,0,0,0,0,0,1,298.46999999999997,0.04830458915409668,298.4,298.5,0.0,307.93999999999994,0.09660917831053416,307.7,308.0,-0.19999999999998863,1597.3,311.0762857492608,1260.0,2381.0,-755.0,38.00000000000001,13.2472219309895,14.2,54.2,16.900000000000002,155.1,8.184674024598815,141.0,166.0,2.0,9.300000000000011,5295.5314087440265,50568.600000000006,2.0
1750,L,298.3,307.7,1576,33.8,171,0,0,0,0,0,0,298.45,0.07071067811878692,298.3,298.5,-0.0999999999999659,307.91999999999996,0.12292725943245768,307.7,308.0,0.0,1628.9,288.21537086005725,1363.0,2381.0,-50.0,35.96,11.986028904056978,14.2,51.9,2.6999999999999957,158.1,7.936553968123969,146.0,171.0,5.0,9.399999999999977,5578.295691518131,53268.799999999996,5.0
1751,M,298.4,307.8,1617,31.6,173,0,0,0,0,0,0,298.43999999999994,0.06992058987817136,298.3,298.5,0.0999999999999659,307.90999999999997,0.12866839377251618,307.7,308.0,0.10000000000002274,1626.6,288.2087206638047,1363.0,2381.0,41.0,35.81,12.035082975294467,14.2,51.9,-2.1999999999999957,160.8,7.955431408097611,149.0,173.0,2.0,9.400000000000034,5350.88627130028,51097.200000000004,2.0
1752,L,298.3,307.6,1942,20.6,176,0,0,0,0,0,0,298.41999999999996,0.07888106377484996,298.3,298.5,-0.0999999999999659,307.87,0.1567021236483995,307.6,308.0,-0.19999999999998863,1684.5,287.52710017202526,1379.0,2381.0,325.0,32.95,11.896988414440607,14.2,51.9,-11.0,163.5,8.086339647142433,152.0,176.0,3.0,9.300000000000011,4189.334747513013,40005.200000000004,3.0
1753,L,298.2,307.6,1492,37.2,178,0,0,0,0,0,0,298.39,0.09944289260139398,298.2,298.5,-0.10000000000002274,307.83000000000004,0.17029386366008534,307.6,308.0,0.0,1695.8,276.1834334077434,1461.0,2381.0,-450.0,31.71,10.537283014768757,14.2,51.9,16.6,166.1,8.157477823721301,154.0,178.0,2.0,9.400000000000034,5812.197736553405,55502.4,2.0
1754,L,298.2,307.5,1470,51.3,180,0,0,0,0,0,0,298.36,0.10749676997758792,298.2,298.5,0.0,307.78000000000003,0.18737959096788223,307.5,308.0,-0.10000000000002274,1671.5,285.04980071715426,1461.0,2381.0,-22.0,34.260000000000005,11.940240086921783,14.2,51.9,14.099999999999994,168.7,8.01457006541183,157.0,180.0,2.0,9.300000000000011,7897.021453328663,75411.0,2.0
1755,M,298.0,307.4,1463,46.5,182,0,0,0,0,0,0,298.31,0.14491376746218956,298.0,298.5,-0.19999999999998863,307.71999999999997,0.2043961295569,307.4,308.0,-0.10000000000002274,1671.7,284.8863516094336,1463.0,2381.0,-7.0,33.720000000000006,11.149768308504617,14.2,51.3,-4.799999999999997,171.2,7.857056276583302,160.0,182.0,2.0,9.399999999999977,7124.032580912895,68029.5,2.0
1756,L,298.0,307.3,1424,46.5,185,0,0,0,0,0,0,298.26,0.15776212754966995,298.0,298.4,0.0,307.65,0.21730674683991563,307.3,308.0,-0.0999999999999659,1651.7,295.432282144883,1424.0,2381.0,-39.0,35.39,11.732807753380188,14.2,51.3,0.0,173.7,7.874713398668963,162.0,185.0,3.0,9.300000000000011,6934.123305003392,66216.0,3.0
1757,M,298.1,307.4,1363,60.1,187,0,0,0,0,0,0,298.22999999999996,0.15670212364764016,298.0,298.4,0.10000000000002274,307.59000000000003,0.19119507199549787,307.3,307.9,0.0999999999999659,1635.4,307.3926913032694,1363.0,2381.0,-61.0,37.29,14.06654423327446,14.2,60.1,13.600000000000001,176.2,7.71434450301373,164.0,187.0,2.0,9.299999999999955,8578.254876308587,81916.3,2.0
1758,M,298.1,307.4,1335,56.2,190,0,0,0,0,0,0,298.2,0.1490711985004626,298.0,298.4,0.0,307.53999999999996,0.16465452046884005,307.3,307.8,0.0,1530.8,174.9036560192181,1335.0,1942.0,-28.0,41.49,12.60003968247719,20.6,60.1,-3.8999999999999986,178.8,7.524773898416548,166.0,190.0,3.0,9.299999999999955,7856.809067362714,75027.0,3.0
1759,L,298.1,307.4,1608,33.9,193,0,0,0,0,0,0,298.16999999999996,0.13374935098552954,298.0,298.4,0.0,307.51,0.15951314818565213,307.3,307.8,0.0,1529.0,173.9048271005982,1335.0,1942.0,273.0,41.769999999999996,12.372554752803117,20.6,60.1,-22.300000000000004,181.5,7.2610069702688484,171.0,193.0,3.0,9.299999999999955,5708.3995152787975,54511.2,3.0
1760,H,298.0,307.4,1606,35.2,195,0,0,0,0,0,0,298.14,0.13498971154278525,298.0,298.4,-0.10000000000002274,307.47999999999996,0.14757295747314345,307.3,307.8,0.0,1532.0,175.06062441972009,1335.0,1942.0,-2.0,41.91,12.279924900240857,20.6,60.1,1.3000000000000043,183.9,7.370361064581196,173.0,195.0,2.0,9.399999999999977,5919.933420620511,56531.200000000004,2.0
1761,L,298.1,307.5,1684,33.1,200,0,0,0,0,0,0,298.11,0.09944289260220912,298.0,298.3,0.10000000000002274,307.45,0.09718253157832725,307.3,307.6,0.10000000000002274,1538.7,179.89073844358376,1335.0,1942.0,78.0,42.06,12.148452119051576,20.6,60.1,-2.1000000000000014,186.6,7.8627108698143235,176.0,200.0,5.0,9.399999999999977,5837.121038271884,55740.4,5.0
1762,L,298.1,307.6,1950,20.3,202,0,0,0,0,0,0,298.09000000000003,0.07378647873876144,298.0,298.2,0.0,307.45,0.09718253157832725,307.3,307.6,0.10000000000002274,1539.5,181.89022941201554,1335.0,1950.0,266.0,42.03,12.20756140904298,20.3,60.1,-12.8,189.2,8.25698357621315,178.0,202.0,2.0,9.5,4145.331506411732,39585.0,2.0
1763,H,298.2,307.6,1460,48.6,204,0,0,0,0,0,0,298.09000000000003,0.07378647873876144,298.0,298.2,0.0999999999999659,307.45,0.09718253157832725,307.3,307.6,0.0,1536.3,183.09624063135053,1335.0,1950.0,-490.0,43.17,12.238650070802551,20.3,60.1,28.3,191.8,8.43010478385319,180.0,204.0,2.0,9.400000000000034,7430.49494427058,70956.0,2.0
1764,L,298.2,307.6,1511,31.0,209,1,1,0,0,0,0,298.09000000000003,0.07378647873876144,298.0,298.2,0.0,307.46,0.10749676997522356,307.3,307.6,0.0,1540.4,181.90180501211842,1335.0,1950.0,51.0,41.14,12.422488568005292,20.3,60.1,-17.6,194.7,8.895067297232895,182.0,209.0,5.0,9.400000000000034,4905.178049559983,46841.0,5.0
1765,H,298.2,307.6,1318,55.7,0,0,0,0,0,0,0,298.11,0.07378647873864803,298.0,298.2,0.0,307.48,0.11352924243772662,307.3,307.6,0.0,1525.9,194.12564659690568,1318.0,1950.0,-193.0,42.06,13.181063858598224,20.3,60.1,24.700000000000003,176.5,62.491332732361634,0.0,209.0,-209.0,9.400000000000034,7687.749494697535,73412.6,-209.0
1766,L,298.2,307.6,1368,51.8,5,0,0,0,0,0,0,298.13,0.06749485577245519,298.0,298.2,0.0,307.51,0.09944289259948635,307.4,307.6,0.0,1520.3,198.15765328534647,1318.0,1950.0,50.0,42.589999999999996,13.482536029166678,20.3,60.1,-3.9000000000000057,158.5,82.4934340821542,0.0,209.0,5.0,9.400000000000034,7420.693175191378,70862.4,5.0
1767,M,298.3,307.7,1717,27.1,7,0,0,0,0,0,0,298.15,0.08498365856090072,298.0,298.3,0.10000000000002274,307.54,0.10749676997606035,307.4,307.7,0.0999999999999659,1555.7,198.5542467158258,1318.0,1950.0,349.0,39.290000000000006,12.738607110320627,20.3,56.2,-24.699999999999996,140.5,94.36719062612124,0.0,209.0,2.0,9.399999999999977,4872.683509546353,46530.700000000004,2.0
1768,M,298.3,307.7,1520,41.4,10,0,0,0,0,0,0,298.17,0.0948683298058838,298.0,298.3,0.0,307.57,0.10593499054617096,307.4,307.7,0.0,1574.2,183.7744995005206,1318.0,1950.0,-197.0,37.809999999999995,11.338474324176083,20.3,55.7,14.299999999999997,122.5,100.8224512034234,0.0,209.0,3.0,9.399999999999977,6589.80475016995,62928.0,3.0
1769,M,298.3,307.8,1485,42.0,13,0,0,0,0,0,0,298.19,0.09944289260189706,298.0,298.3,0.0,307.61,0.11005049346091657,307.4,307.8,0.10000000000002274,1561.9,185.37017020006252,1318.0,1950.0,-35.0,38.62,11.317420200734801,20.3,55.7,0.6000000000000014,104.5,102.8842391557943,0.0,209.0,3.0,9.5,6531.37112681318,62370.0,3.0
1770,L,298.4,307.9,1981,23.2,16,0,0,0,0,0,0,298.22999999999996,0.09486832980563817,298.1,298.4,0.0999999999999659,307.65999999999997,0.11737877907764944,307.5,307.9,0.0999999999999659,1599.4,228.2533679926766,1318.0,1981.0,496.0,37.42,12.312757611518236,20.3,55.7,-18.8,86.6,100.94244784914707,0.0,209.0,3.0,9.5,4812.8361694954665,45959.2,3.0
1771,H,298.4,307.9,1605,31.0,18,0,0,0,0,0,0,298.26,0.09660917830837541,298.1,298.4,0.0,307.7,0.12472191289272776,307.6,307.9,0.0,1591.5,226.35922777744275,1318.0,1981.0,-376.0,37.209999999999994,12.412131162697253,20.3,55.7,7.800000000000001,68.4,94.42127820453271,0.0,209.0,2.0,9.5,5210.331415978671,49755.0,2.0
1772,L,298.4,307.9,1446,45.3,23,0,0,0,0,0,0,298.29,0.08755950357743161,298.2,298.4,0.0,307.73,0.13374935098541516,307.6,307.9,0.0,1541.1,191.0185854831935,1318.0,1981.0,-159.0,39.709999999999994,11.07323600198043,23.2,55.7,14.299999999999997,50.5,82.49343408215371,0.0,209.0,5.0,9.5,6859.541895407169,65503.799999999996,5.0
1773,L,298.4,308.0,1508,47.9,25,0,0,0,0,0,0,298.31,0.08755950357732233,298.2,298.4,0.0,307.77,0.1494434118104693,307.6,308.0,0.10000000000002274,1545.9,189.35002860663488,1318.0,1981.0,62.0,39.64,11.012840989802163,23.2,55.7,2.6000000000000014,32.6,62.477017996842164,0.0,209.0,2.0,9.600000000000023,7564.243015509407,72233.2,2.0
1774,L,298.5,308.0,1384,59.5,27,0,0,0,0,0,0,298.34,0.0966091783080049,298.2,298.5,0.10000000000002274,307.81,0.15238839267650828,307.6,308.0,0.0,1533.2,196.09000201154822,1318.0,1981.0,-124.0,42.49,12.156795082038126,23.2,59.5,11.600000000000001,14.4,9.02096324001639,0.0,27.0,2.0,9.5,8623.462394593742,82348.0,2.0
1775,M,298.5,308.0,1519,37.3,29,0,0,0,0,0,0,298.37,0.09486832980500019,298.2,298.5,0.0,307.85,0.143372087785425,307.6,308.0,0.0,1553.3,181.32601088156758,1368.0,1981.0,135.0,40.65,11.297320232889051,23.2,59.5,-22.200000000000003,17.3,8.525126261688392,5.0,29.0,2.0,9.5,5933.285189398267,56658.7,2.0
1776,L,298.5,308.0,1404,48.1,32,0,0,0,0,0,0,298.4,0.08164965809257457,298.3,298.5,0.0,307.89,0.11972189997582106,307.7,308.0,0.0,1556.9,177.55653246845742,1384.0,1981.0,-115.0,40.28,10.946719447700605,23.2,59.5,10.800000000000004,20.0,8.472176684756464,7.0,32.0,3.0,9.5,7071.976390642912,67532.40000000001,3.0
1777,L,298.5,308.1,1564,31.1,34,0,0,0,0,0,0,298.41999999999996,0.07888106377437307,298.3,298.5,0.0,307.92999999999995,0.11595018087533843,307.7,308.1,0.10000000000002274,1541.6,168.59366008905062,1384.0,1981.0,160.0,40.68,10.47449813170593,23.2,59.5,-17.0,22.7,8.165646194743742,10.0,34.0,2.0,9.600000000000023,5093.6107769223,48640.4,2.0
1778,H,298.6,308.2,1555,36.8,36,0,0,0,0,0,0,298.45,0.08498365855949563,298.3,298.6,0.10000000000002274,307.98,0.11352924244254811,307.8,308.2,0.0999999999999659,1545.1,168.45866621287948,1384.0,1981.0,-9.0,40.22,10.54016655993211,23.2,59.5,5.699999999999996,25.3,7.803845206047914,13.0,36.0,2.0,9.599999999999966,5992.48326696741,57223.99999999999,2.0
