UDI,ambient_temperature,load_density,humidity,vibration_level,power_consumption,maintenance_due,shift_Morning,shift_Night
2652,299.9,0.204,43.992222341777065,2.008,409.63199999999995,0,True,False
2653,299.9,0.235,49.2549749691497,1.772,416.42,0,True,False
2654,299.9,0.261,57.75258524040693,1.779,464.319,1,True,False
2655,299.9,0.355,49.53251646826842,1.567,556.285,0,False,True
2656,299.8,0.27,46.67895415609331,1.751,472.77,0,False,False
2657,299.9,0.513,71.79922443785398,1.349,692.0369999999999,0,False,True
2658,300.0,0.408,35.39224606203116,1.425,581.4,0,False,True
2659,300.0,0.445,61.96152636682416,1.395,620.775,0,True,False
2660,299.8,0.321,74.6883403514877,1.595,511.995,0,False,False
2661,299.8,0.564,48.31141431587341,1.291,728.1239999999999,1,False,False
2662,299.9,0.428,65.16457553060087,1.509,645.852,0,False,True
2663,299.9,0.381,68.4450052809309,1.483,565.023,0,True,False
2664,299.9,0.311,67.7512348202545,1.62,503.82,0,False,False
2665,299.9,0.42200000000000004,57.292481709935885,1.487,627.514,0,False,False
2666,299.8,0.159,52.32889939378896,2.256,358.704,0,True,False
2667,299.7,0.27699999999999997,76.79620365139067,1.691,468.407,0,True,False
2668,299.8,0.35200000000000004,72.92229784999321,1.663,585.3760000000001,1,False,False
2669,299.8,0.311,51.06275867069563,1.64,510.04,0,False,False
2670,299.7,0.37799999999999995,40.1509597221103,1.494,564.732,0,True,False
2671,299.8,0.462,38.59037727227346,1.467,677.7540000000001,1,False,False
2672,299.7,0.419,39.713798894946805,1.399,586.181,0,True,False
2673,299.7,0.426,64.14346805960214,1.445,615.57,0,False,False
2674,299.8,0.409,37.58310879144948,1.48,605.32,0,True,False
2675,299.7,0.37200000000000005,51.84634374820192,1.546,575.1120000000001,0,False,True
2676,299.7,0.358,72.65998509571148,1.574,563.492,0,True,False
2677,299.7,0.342,49.7174083257689,1.592,544.464,0,True,False
2678,299.8,0.396,73.16540385900649,1.495,592.02,0,True,False
2679,299.8,0.431,72.27335191035277,1.447,623.657,0,True,False
2680,299.8,0.444,47.29135663166082,1.476,655.344,0,False,False
2681,299.8,0.271,71.44110900463727,1.641,444.71100000000007,1,True,False
2682,299.8,0.322,72.38883191360503,1.545,497.49000000000007,0,False,True
2683,299.9,0.444,54.872696283351345,1.364,605.616,0,True,False
2684,299.8,0.285,45.52102418707591,1.59,453.15,0,True,False
2685,299.8,0.374,61.063540344593456,1.46,546.04,0,True,False
2686,299.8,0.325,81.06987940000982,1.609,522.925,1,True,False
2687,299.8,0.275,66.9808366216031,1.633,449.075,0,True,False
2688,299.9,0.528,43.64612488136306,1.348,711.7439999999999,0,False,False
2689,299.9,0.539,69.137846236676,1.322,712.558,0,False,False
2690,300.0,0.301,56.36015136409173,1.641,493.94100000000003,0,False,False
2691,300.0,0.26,64.57643986776864,1.728,449.28,0,False,False
2692,300.0,0.47700000000000004,71.7032017511554,1.431,682.587,1,False,False
2693,300.1,0.304,60.74736757572224,1.641,498.8639999999999,0,True,False
2694,300.1,0.361,75.69919872866544,1.622,585.542,1,False,False
2695,300.1,0.38,71.10777896583139,1.625,617.5,0,False,True
2696,300.0,0.22699999999999998,65.75366700092553,1.869,424.263,1,False,False
2697,300.0,0.46,42.53964079161757,1.452,667.92,0,False,False
2698,300.0,0.287,76.79745554557842,1.618,464.366,1,True,False
2699,300.0,0.2,81.7952792659908,2.01,402.0,0,False,True
2700,299.9,0.609,41.84825619046474,1.363,830.067,1,False,True
2701,299.9,0.40399999999999997,59.41205647167153,1.473,595.092,0,False,False
2702,299.9,0.508,47.94443709852523,1.333,677.164,0,False,True
2703,299.8,0.259,72.72616537127823,1.76,455.84,0,True,False
2704,299.8,0.5820000000000001,71.081481800235,1.372,798.5040000000001,1,True,False
2705,299.7,0.344,42.04425602851994,1.608,553.1519999999999,0,False,True
2706,299.7,0.648,78.85136356308186,1.326,859.248,0,False,True
2707,299.6,0.371,44.04865319890011,1.56,578.76,0,True,False
2708,299.6,0.361,74.86295128240538,1.539,555.5790000000001,0,True,False
2709,299.6,0.153,57.849017981400245,2.266,346.69800000000004,0,True,False
2710,299.6,0.358,51.41361467790756,1.641,587.478,0,True,False
2711,299.6,0.392,42.91196313371068,1.574,617.008,0,False,True
2712,299.6,0.506,43.38071280733147,1.407,711.942,0,False,False
2713,299.7,0.555,68.094527735045,1.302,722.61,1,True,False
2714,299.6,0.308,62.52151939735603,1.651,508.50800000000004,1,True,False
2715,299.6,0.552,41.10427108256164,1.366,754.0319999999999,0,True,False
2716,299.5,0.28600000000000003,40.63489302191626,1.701,486.48600000000005,0,True,False
2717,299.5,0.446,38.615528738639576,1.498,668.1080000000001,0,False,False
2718,299.5,0.45299999999999996,72.1883673686772,1.422,644.1659999999999,0,False,True
2719,299.5,0.473,70.59410426146445,1.357,641.861,0,False,True
2720,299.5,0.292,37.921549542728755,1.69,493.48,0,True,False
2721,299.6,0.391,63.01350377984865,1.559,609.569,0,False,True
2722,299.6,0.324,39.2338077621345,1.553,503.17199999999997,0,False,True
2723,299.6,0.348,80.18728853044709,1.558,542.184,0,False,True
2724,299.7,0.519,80.35587095900662,1.362,706.878,0,False,False
2725,299.8,0.42700000000000005,69.9116494906565,1.47,627.69,0,True,False
2726,299.8,0.348,81.3094460719725,1.555,541.1399999999999,0,True,False
2727,299.8,0.429,75.57265152068453,1.423,610.467,0,True,False
2728,299.7,0.385,76.42692879635247,1.434,552.09,0,True,False
2729,299.7,0.255,63.48539252849666,1.779,453.645,0,True,False
2730,299.7,0.546,50.302959910808795,1.417,773.682,0,False,False
2731,299.6,0.45899999999999996,45.88995575582108,1.425,654.075,0,False,False
2732,299.7,0.32899999999999996,51.36000110194646,1.597,525.413,0,False,False
2733,299.7,0.574,66.4247715044531,1.346,772.6039999999999,0,True,False
2734,299.7,0.40399999999999997,43.63282679161995,1.422,574.4879999999999,0,False,True
2735,299.7,0.32799999999999996,47.93201183186608,1.572,515.616,0,False,True
2736,299.7,0.45399999999999996,58.40304313977322,1.412,641.048,0,False,True
2737,299.7,0.364,46.652504926230776,1.576,573.664,0,False,True
2738,299.7,0.41200000000000003,64.43218348580308,1.508,621.296,0,False,False
2739,299.8,0.444,81.1588014228165,1.496,664.2239999999999,0,False,True
2740,299.8,0.354,72.40446828515633,1.572,556.4879999999999,1,True,False
2741,299.6,0.428,68.32133070744565,1.525,652.6999999999999,0,True,False
2742,299.6,0.519,64.13607379918894,1.378,715.182,0,True,False
2743,299.6,0.514,59.39739546285324,1.369,703.6659999999999,0,True,False
2744,299.6,0.45299999999999996,44.32819298173298,1.476,668.628,0,True,False
2745,299.7,0.3,79.73552277134328,1.62,486.0,0,False,False
2746,299.7,0.385,47.42680010064181,1.603,617.155,0,False,True
2747,299.7,0.461,39.56544387890804,1.411,650.471,1,False,False
2748,299.7,0.316,72.50075896143477,1.616,510.65600000000006,0,True,False
2749,299.7,0.35100000000000003,43.78077671655832,1.631,572.4810000000001,0,False,True
2750,299.7,0.289,53.5947999770588,1.685,486.965,0,False,False
2751,299.7,0.406,36.414246414548984,1.456,591.136,0,True,False
2752,299.7,0.501,41.853397127022404,1.417,709.9169999999999,1,False,False
2753,299.7,0.247,43.660181537995605,1.851,457.19699999999995,0,True,False
2754,299.7,0.278,37.7205063875089,1.715,476.77,0,True,False
2755,299.6,0.32299999999999995,67.83284783114226,1.63,526.4899999999999,1,False,True
2756,299.7,0.38799999999999996,76.85038979015586,1.478,573.4639999999999,0,True,False
2757,299.7,0.29600000000000004,53.66577031829705,1.781,527.176,0,False,False
2758,299.8,0.361,78.72882383591003,1.439,519.479,1,False,True
2759,299.7,0.45299999999999996,45.667328728006325,1.412,639.636,0,False,False
2760,299.7,0.41100000000000003,51.26952117806198,1.483,609.513,0,True,False
2761,299.8,0.426,42.53684965155842,1.4,596.4,0,True,False
2762,299.8,0.6509999999999999,66.02795977094993,1.299,845.6489999999999,1,True,False
2763,299.8,0.444,55.99347954351534,1.479,656.6759999999999,1,False,False
2764,299.8,0.475,65.66416734209494,1.491,708.225,0,False,False
2765,299.9,0.528,73.08374526970917,1.389,733.3919999999999,1,True,False
2766,299.9,0.5479999999999999,62.28515080164742,1.399,766.6519999999999,0,False,True
2767,299.9,0.26,66.3815177450894,1.889,491.14,0,False,False
2768,300.0,0.21899999999999997,81.76251571971665,1.925,421.575,0,True,False
2769,300.0,0.302,49.953215480442154,1.675,505.85,0,False,False
2770,300.0,0.381,52.95819693169766,1.477,562.7370000000001,0,False,False
2771,300.0,0.45899999999999996,70.88516808546684,1.364,626.076,0,True,False
2772,299.9,0.39399999999999996,65.56527585276933,1.451,571.694,0,True,False
2773,299.9,0.41200000000000003,43.92664522698574,1.467,604.404,1,False,True
2774,299.9,0.225,53.80736550052451,1.858,418.05,0,False,False
2775,300.1,0.397,58.39190065623575,1.559,618.923,1,False,False
2776,300.1,0.47700000000000004,55.96949189841946,1.56,744.12,1,False,False
2777,300.1,0.47600000000000003,43.91374041610204,1.453,691.628,0,True,False
2778,300.1,0.41700000000000004,81.22150458921311,1.464,610.488,0,True,False
2779,300.0,0.502,73.1159380846988,1.308,656.6160000000001,0,False,False
2780,300.1,0.509,59.067791605392614,1.353,688.677,0,True,False
2781,300.2,0.358,69.00305141534183,1.556,557.048,0,True,False
2782,300.2,0.17800000000000002,79.8641336067761,2.183,388.574,0,False,True
2783,300.2,0.418,41.80870711807856,1.491,623.2379999999999,0,False,True
2784,300.2,0.35100000000000003,47.518652535348885,1.528,536.328,0,False,True
2785,300.2,0.527,62.13506236283225,1.43,753.61,0,False,True
2786,300.2,0.326,74.95051856761793,1.495,487.37,0,True,False
2787,300.2,0.28300000000000003,36.81274477207637,1.63,461.29,0,False,True
2788,300.3,0.384,84.20090750981802,1.524,585.216,1,True,False
2789,300.3,0.524,57.74533014411986,1.326,694.824,0,False,True
2790,300.3,0.44,52.96155703108615,1.438,632.72,1,False,True
2791,300.4,0.45899999999999996,49.6362218919886,1.356,622.404,0,False,False
2792,300.4,0.433,43.71783538254358,1.416,613.1279999999999,0,False,True
2793,300.4,0.326,74.5786954465014,1.584,516.384,0,False,False
2794,300.3,0.318,82.77070823730483,1.597,507.846,0,True,False
2795,300.4,0.439,55.682237742269905,1.553,681.7669999999999,0,False,False
2796,300.3,0.494,82.62103473767282,1.405,694.07,1,False,False
2797,300.2,0.353,76.18988077175172,1.539,543.2669999999999,0,True,False
2798,300.3,0.537,59.05255637381592,1.398,750.7260000000001,0,False,False
2799,300.3,0.396,68.70130895630663,1.568,620.928,0,False,True
2800,300.3,0.446,56.74920895852315,1.404,626.184,0,True,False
2801,300.2,0.457,62.936170410627625,1.5,685.5,0,False,True
2802,300.2,0.28800000000000003,37.90231685092519,1.642,472.89599999999996,0,False,True
2803,300.3,0.466,69.81317376502665,1.509,703.1940000000001,0,False,True
2804,300.2,0.502,37.64123222420684,1.343,674.186,0,False,True
2805,300.1,0.401,75.85424734598247,1.45,581.45,1,False,False
2806,300.0,0.435,76.24734647302787,1.46,635.1,0,False,True
2807,300.0,0.41200000000000003,46.85386437781073,1.364,561.9680000000001,0,False,True
2808,299.9,0.419,51.183139051790015,1.452,608.3879999999999,0,True,False
2809,299.9,0.418,59.06551892791467,1.471,614.8779999999999,0,False,False
2810,299.9,0.34600000000000003,64.83314534662408,1.598,552.908,0,False,False
2811,299.8,0.248,49.367683087099834,1.772,439.45599999999996,0,True,False
2812,299.9,0.256,64.62432023159624,1.761,450.81600000000003,0,False,False
2813,300.0,0.40700000000000003,49.889353661464945,1.413,575.091,0,False,False
2814,300.0,0.226,37.774536053553035,1.887,426.46200000000005,0,True,False
2815,300.0,0.565,35.12637749159545,1.395,788.175,0,False,False
2816,300.1,0.316,40.05755289592143,1.569,495.80400000000003,0,False,True
2817,300.1,0.473,74.61253500820091,1.434,678.2819999999999,0,False,False
2818,300.2,0.41100000000000003,83.07156561916685,1.417,582.3870000000001,0,True,False
2819,300.2,0.284,56.34830996406096,1.729,491.036,0,True,False
2820,300.2,0.511,60.63419767249714,1.356,692.916,1,True,False
2821,300.2,0.488,42.342408453671304,1.436,700.768,0,False,True
2822,300.3,0.425,62.55156763400785,1.419,603.075,0,True,False
2823,300.3,0.381,42.23274510034884,1.593,606.933,0,False,False
2824,300.3,0.622,65.56071655994151,1.32,821.04,0,True,False
2825,300.3,0.424,81.6629333790427,1.448,613.952,0,True,False
2826,300.3,0.335,44.78492696515198,1.47,492.45,1,False,True
2827,300.3,0.331,73.2281859028551,1.612,533.572,0,False,False
2828,300.4,0.516,36.175121140916204,1.412,728.592,0,True,False
2829,300.4,0.239,53.77486206608105,1.875,448.125,0,False,False
2830,300.3,0.36,40.53742539152545,1.612,580.32,0,True,False
2831,300.4,0.41600000000000004,52.62377207978497,1.411,586.976,0,False,False
2832,300.3,0.479,43.676845981944176,1.49,713.71,0,False,False
2833,300.4,0.40299999999999997,53.66524950614437,1.467,591.201,0,True,False
2834,300.3,0.264,55.876140305376516,1.807,477.04799999999994,0,True,False
2835,300.3,0.46,50.02955613904592,1.368,629.28,0,True,False
2836,300.3,0.32,67.83109747365646,1.572,503.04,0,False,True
2837,300.3,0.44299999999999995,80.94260256294548,1.458,645.8939999999999,0,False,True
2838,300.3,0.303,55.02976870526362,1.699,514.797,0,True,False
2839,300.3,0.395,44.61715782375107,1.478,583.81,0,False,True
2840,300.4,0.42100000000000004,48.536137909799166,1.362,573.402,0,True,False
2841,300.4,0.389,77.70004117481845,1.487,578.443,1,True,False
2842,300.3,0.294,63.581986163507395,1.705,501.27,1,False,True
2843,300.3,0.535,57.75055161534786,1.345,719.575,0,False,True
2844,300.3,0.402,42.48183607544634,1.532,615.864,0,False,True
2845,300.3,0.35200000000000004,57.4863654161891,1.65,580.8000000000001,1,False,False
2846,300.3,0.544,48.92460016786933,1.398,760.512,0,True,False
2847,300.3,0.44799999999999995,82.15815639266745,1.412,632.576,0,False,True
2848,300.4,0.396,79.20350547078657,1.525,603.9,0,True,False
2849,300.3,0.579,39.1951270914099,1.391,805.3889999999999,0,False,False
2850,300.4,0.282,60.83267446306215,1.766,498.01199999999994,0,True,False
2851,300.4,0.35,46.2529172757336,1.671,584.85,0,False,False
2852,300.5,0.488,55.53885447621453,1.373,670.0239999999999,0,True,False
2853,300.5,0.501,78.84239991257283,1.347,674.847,0,True,False
2854,300.5,0.391,61.37572599442724,1.539,601.749,0,False,True
2855,300.5,0.408,51.71076466853799,1.47,599.7599999999999,0,True,False
2856,300.5,0.37,45.39441770524985,1.528,565.36,0,False,False
2857,300.5,0.452,75.01624297032447,1.471,664.8919999999999,0,True,False
2858,300.4,0.37200000000000005,66.22590076821736,1.528,568.416,0,True,False
2859,300.5,0.515,58.40327302131156,1.417,729.755,0,True,False
2860,300.6,0.434,45.8742176931489,1.549,672.266,0,True,False
2861,300.6,0.49200000000000005,51.71231870785657,1.463,719.796,0,False,True
2862,300.7,0.436,82.99217133692594,1.479,644.844,0,True,False
2863,300.6,0.23,61.00449688029172,1.867,429.41,0,False,True
2864,300.6,0.441,55.03496406216264,1.471,648.711,0,False,False
2865,300.6,0.47600000000000003,61.071102117416196,1.38,656.88,0,False,False
2866,300.7,0.327,73.94942529498044,1.623,530.721,0,False,False
2867,300.8,0.207,52.00544682514344,1.997,413.379,0,False,False
2868,300.7,0.485,43.935306046630444,1.39,674.15,0,False,True
2869,300.8,0.466,64.24680591695238,1.418,660.788,0,True,False
2870,300.8,0.358,68.26020517405337,1.519,543.802,0,True,False
2871,300.8,0.397,70.63590014792749,1.519,603.043,0,False,True
2872,300.7,0.37200000000000005,79.09937953830648,1.536,571.392,0,False,True
2873,300.8,0.287,53.55870603445565,1.68,482.16,0,False,True
2874,300.6,0.379,38.76774481144459,1.555,589.345,0,False,False
2875,300.6,0.496,82.9174291815471,1.471,729.6160000000001,0,False,True
2876,300.5,0.23800000000000002,56.750596371873755,1.877,446.726,0,False,False
2877,300.5,0.305,66.16287548365656,1.578,481.29,0,False,False
2878,300.5,0.321,68.31526615641462,1.655,531.255,0,True,False
2879,300.5,0.34299999999999997,62.32568543506018,1.502,515.186,0,False,False
2880,300.6,0.632,45.262876486813504,1.367,863.9440000000001,1,True,False
2881,300.7,0.37200000000000005,72.75715250580707,1.541,573.2520000000001,0,True,False
2882,300.6,0.37,75.18759871520408,1.588,587.56,0,False,True
2883,300.6,0.32799999999999996,62.64877930087199,1.684,552.352,0,True,False
2884,300.6,0.4,59.42805802924208,1.437,574.8,1,True,False
2885,300.6,0.424,40.696909156399265,1.409,597.4159999999999,1,True,False
2886,300.5,0.499,39.19758307498919,1.32,658.68,0,False,True
2887,300.5,0.342,51.97824227817644,1.635,559.1700000000001,0,False,False
2888,300.5,0.276,50.54230777586966,1.691,466.71600000000007,0,False,False
2889,300.6,0.5,82.68282254816356,1.365,682.5,0,False,True
2890,300.7,0.382,74.18113712217149,1.523,581.7860000000001,0,False,True
2891,300.6,0.324,67.996214762953,1.593,516.132,0,True,False
2892,300.6,0.307,60.88240445088025,1.682,516.374,0,False,False
2893,300.7,0.5429999999999999,43.36837653633257,1.329,721.6469999999999,0,False,True
2894,300.7,0.35200000000000004,83.9228336092142,1.568,551.936,0,False,False
2895,300.7,0.248,53.7520349120105,1.733,429.784,0,True,False
2896,300.7,0.48100000000000004,40.34628012236224,1.473,708.513,0,False,True
2897,300.7,0.313,59.689944785787304,1.633,511.129,0,False,False
2898,300.6,0.402,78.69990058065416,1.53,615.0600000000001,0,True,False
2899,300.6,0.402,79.36455008886648,1.55,623.1,0,False,False
2900,300.6,0.406,35.548295802822366,1.41,572.46,0,True,False
2901,300.5,0.335,79.31478723756999,1.574,527.29,0,True,False
2902,300.6,0.40299999999999997,48.57421087499293,1.425,574.275,0,False,True
2903,300.6,0.35200000000000004,36.94861819842115,1.541,542.432,1,True,False
2904,300.7,0.267,77.38951351814372,1.733,462.711,1,False,False
2905,300.6,0.135,78.19333779941041,2.496,336.96,0,False,False
2906,300.6,0.364,64.8115539921175,1.552,564.928,0,True,False
2907,300.6,0.387,63.72168786481792,1.409,545.283,0,False,True
2908,300.6,0.35700000000000004,75.65601363107098,1.581,564.417,1,True,False
2909,300.7,0.599,74.31547763551399,1.251,749.3489999999999,0,True,False
2910,300.7,0.441,79.5052736721352,1.5,661.5,0,True,False
2911,300.6,0.38799999999999996,62.63737237983517,1.576,611.4879999999999,0,True,False
2912,300.7,0.44,83.38235463664043,1.352,594.88,0,True,False
2913,300.7,0.303,84.80734154666692,1.661,503.283,0,False,False
2914,300.7,0.34600000000000003,40.82723049993163,1.541,533.186,0,False,True
2915,300.6,0.205,77.47718797770611,1.888,387.04,0,True,False
2916,300.5,0.621,59.99111288742945,1.255,779.355,0,False,False
2917,300.6,0.41600000000000004,54.3783169149916,1.411,586.976,1,False,False
2918,300.6,0.39,65.65361549413575,1.516,591.24,1,False,True
2919,300.6,0.34,37.79827786310035,1.492,507.28,0,False,False
2920,300.6,0.3,60.323055938353995,1.726,517.8,0,True,False
2921,300.7,0.337,78.54452850133333,1.598,538.5260000000001,0,True,False
2922,300.8,0.311,45.67307580694844,1.657,515.327,1,False,False
2923,300.8,0.381,56.319494738471256,1.481,564.261,0,False,True
2924,300.7,0.513,81.97404438574378,1.397,716.661,0,True,False
2925,300.8,0.44299999999999995,56.428191890284864,1.461,647.223,0,True,False
2926,300.7,0.511,52.91838161661992,1.388,709.268,0,False,True
2927,300.7,0.524,57.02683240616891,1.507,789.668,0,False,True
2928,300.7,0.498,60.97263832587782,1.421,707.658,0,False,True
2929,300.8,0.5489999999999999,66.59956720657344,1.258,690.6419999999999,0,False,True
2930,300.8,0.39,75.03464004583655,1.482,577.98,0,True,False
2931,300.7,0.513,57.60511028821571,1.403,719.7389999999999,0,False,False
2932,300.8,0.45399999999999996,75.87404675450702,1.373,623.342,0,False,False
2933,300.9,0.42100000000000004,61.68603306760403,1.46,614.66,1,True,False
2934,300.8,0.27899999999999997,51.92402551839888,1.751,488.52899999999994,1,False,False
2935,300.8,0.423,67.89754140597071,1.546,653.958,0,False,False
2936,300.8,0.282,70.88611273717457,1.68,473.76,1,True,False
2937,300.9,0.488,62.90244878147438,1.394,680.2719999999999,0,False,True
2938,300.7,0.26,37.83074865673617,1.81,470.6,0,False,False
2939,300.7,0.345,43.49414375804125,1.479,510.255,0,False,True
2940,300.9,0.414,49.264886044511414,1.431,592.434,0,True,False
2941,300.9,0.14400000000000002,49.131280297574655,2.355,339.12,0,True,False
2942,300.7,0.198,68.67104001234352,1.996,395.208,0,False,False
2943,300.7,0.499,35.91743308368163,1.461,729.039,0,True,False
2944,300.7,0.19699999999999998,72.784088852476,2.007,395.379,0,False,False
2945,300.7,0.349,48.26712374034666,1.505,525.245,0,False,True
2946,300.7,0.205,50.50109231080512,1.925,394.625,1,True,False
2947,300.7,0.305,61.39549139719621,1.622,494.71,0,False,False
2948,300.7,0.29,45.79628004694788,1.592,461.68,0,False,False
2949,300.7,0.245,79.22356567877637,1.85,453.25,0,True,False
2950,300.7,0.48700000000000004,39.26843896632826,1.47,715.89,0,False,True
2951,300.7,0.46399999999999997,57.21911811505325,1.445,670.48,0,False,True
2952,300.7,0.311,77.47111347274449,1.685,524.035,0,False,False
2953,300.7,0.305,65.79219472106179,1.667,508.435,0,False,False
2954,300.7,0.354,49.61647579213167,1.578,558.612,0,False,False
2955,300.6,0.28,56.03801038882304,1.691,473.48,0,False,True
2956,300.7,0.43799999999999994,70.33471901712574,1.439,630.2819999999999,0,False,False
2957,300.8,0.387,83.66303716819496,1.404,543.3480000000001,0,False,False
2958,300.8,0.45799999999999996,79.65693591897167,1.498,686.084,0,False,True
2959,300.8,0.445,52.12164041911884,1.481,659.045,0,True,False
2960,300.7,0.35,84.90989396439288,1.589,556.15,0,False,True
2961,300.7,0.44299999999999995,35.175233176552915,1.467,649.881,0,True,False
2962,300.6,0.32799999999999996,36.381487790420756,1.654,542.512,1,True,False
2963,300.7,0.39899999999999997,76.1920257585597,1.508,601.692,0,True,False
2964,300.7,0.43,44.9731343416526,1.439,618.77,0,False,True
2965,300.7,0.303,38.03846341981205,1.692,512.6759999999999,0,False,True
2966,300.7,0.249,46.85740366182511,1.838,457.662,0,False,False
2967,300.6,0.402,56.30500769904301,1.601,643.6020000000001,0,False,False
2968,300.6,0.516,71.52831352167024,1.369,706.4040000000001,0,False,False
2969,300.6,0.452,66.21677632756027,1.312,593.024,0,False,True
2970,300.6,0.441,46.88106087802102,1.468,647.388,0,False,False
2971,300.6,0.39399999999999996,60.16352240502922,1.452,572.088,0,True,False
2972,300.7,0.439,81.31070526992843,1.393,611.5269999999999,0,True,False
2973,300.6,0.442,75.75038884918789,1.432,632.944,0,False,True
2974,300.6,0.46,51.15948924158967,1.51,694.6,0,False,False
2975,300.6,0.37200000000000005,84.11322806778482,1.521,565.812,0,True,False
2976,300.5,0.462,70.43102002175655,1.36,628.32,1,True,False
2977,300.5,0.255,38.12246778333909,1.881,479.655,0,False,True
2978,300.4,0.503,36.75803566443194,1.413,710.7389999999999,0,True,False
2979,300.5,0.36200000000000004,43.4203974505015,1.642,594.404,0,False,False
2980,300.5,0.385,71.39279340250734,1.542,593.67,0,False,True
2981,300.4,0.39299999999999996,44.18694629212139,1.447,568.6709999999999,0,False,False
2982,300.4,0.40399999999999997,60.57433846044168,1.53,618.12,0,True,False
2983,300.5,0.27699999999999997,39.66300600904159,1.795,497.215,1,False,False
2984,300.6,0.574,81.04430789150976,1.29,740.46,0,False,True
2985,300.6,0.304,52.19803067917837,1.639,498.256,0,False,False
2986,300.7,0.315,80.40660282803154,1.596,502.74,0,False,True
2987,300.6,0.48,82.24378209552722,1.455,698.4,0,True,False
2988,300.6,0.289,35.30643236568404,1.659,479.45099999999996,0,False,False
2989,300.6,0.425,58.2067593599366,1.532,651.1,0,False,False
2990,300.6,0.424,36.232802785344646,1.502,636.848,0,False,True
2991,300.6,0.28600000000000003,80.43463831514529,1.688,482.76800000000003,0,True,False
2992,300.5,0.509,60.9203772367288,1.341,682.569,0,False,True
2993,300.5,0.294,38.74720063492484,1.685,495.39,0,False,False
2994,300.5,0.5589999999999999,40.51383641382834,1.37,765.83,0,True,False
2995,300.5,0.525,54.17545122463695,1.461,767.025,0,True,False
2996,300.5,0.374,82.01170964364448,1.55,579.7,0,False,True
2997,300.5,0.37799999999999995,69.64545757840403,1.508,570.0239999999999,0,True,False
2998,300.5,0.627,78.38094330945663,1.345,843.315,1,True,False
2999,300.5,0.345,53.32283231699898,1.616,557.52,0,True,False
3000,300.5,0.61,37.16068497749992,1.395,850.95,0,False,True
3001,300.5,0.728,83.7158818602207,1.324,963.872,0,False,False
3002,300.5,0.439,35.85864953311848,1.445,634.355,0,False,True
3003,300.5,0.389,82.38258265405446,1.555,604.895,0,True,False
3004,300.6,0.424,53.43387119245723,1.449,614.376,0,False,False
3005,300.5,0.532,35.50452025109408,1.466,779.9119999999999,0,False,False
3006,300.5,0.374,69.45786158622542,1.503,562.122,0,False,True
3007,300.4,0.35700000000000004,84.0270152015677,1.488,531.216,0,False,True
3008,300.4,0.502,83.28128614187963,1.314,659.628,1,True,False
3009,300.4,0.38,43.04685056012092,1.547,587.86,0,False,False
3010,300.4,0.39799999999999996,44.06239030330775,1.466,583.468,1,True,False
3011,300.3,0.371,63.276945730983,1.537,570.2270000000001,1,False,False
3012,300.2,0.515,66.86524132141622,1.434,738.51,0,True,False
3013,300.4,0.447,71.97089568329328,1.432,640.104,0,True,False
3014,300.5,0.484,44.05251802360738,1.39,672.76,0,True,False
3015,300.5,0.428,82.95035433822173,1.58,676.24,0,False,False
3016,300.5,0.305,66.93696281446189,1.589,484.645,0,True,False
3017,300.5,0.488,77.35234594352775,1.441,703.2080000000001,0,False,False
3018,300.5,0.517,62.00328576420859,1.305,674.685,0,False,False
3019,300.5,0.359,55.713842379494125,1.566,562.194,0,True,False
3020,300.5,0.542,83.8591453297498,1.379,747.418,0,False,True
3021,300.4,0.381,64.1060685409918,1.543,587.883,0,True,False
3022,300.5,0.496,78.34367913995894,1.421,704.816,0,False,False
3023,300.5,0.306,82.66461981831449,1.76,538.56,0,False,False
3024,300.4,0.292,68.76773135043297,1.711,499.61199999999997,0,True,False
3025,300.5,0.41600000000000004,62.44693392593375,1.465,609.44,0,True,False
3026,300.5,0.502,35.17554254553253,1.366,685.732,0,True,False
3027,300.4,0.21899999999999997,37.0009820369503,1.888,413.472,0,False,True
3028,300.5,0.23600000000000002,45.04256080255582,1.777,419.37200000000007,0,False,False
3029,300.5,0.556,44.300421592799765,1.379,766.724,0,False,False
3030,300.4,0.513,47.737939759992265,1.525,782.325,0,False,False
3031,300.4,0.34,50.24673188488304,1.563,531.42,0,True,False
3032,300.5,0.433,53.00327467753641,1.389,601.437,0,False,False
3033,300.6,0.429,56.026884503443824,1.447,620.7629999999999,0,False,True
3034,300.6,0.228,39.94331692280073,1.934,440.95200000000006,0,True,False
3035,300.6,0.43799999999999994,37.1180965976391,1.47,643.8599999999999,0,True,False
3036,300.6,0.426,68.69722245365116,1.428,608.328,0,True,False
3037,300.4,0.48100000000000004,61.866741242153886,1.319,634.439,0,False,False
3038,300.5,0.243,57.20721011100598,1.887,458.541,0,False,True
3039,300.4,0.504,66.72199705841761,1.349,679.896,0,True,False
3040,300.3,0.314,76.38397036017702,1.665,522.81,1,False,False
3041,300.3,0.387,56.38464545581023,1.474,570.438,1,True,False
3042,300.4,0.389,67.05597325259896,1.543,600.227,0,False,True
3043,300.2,0.439,82.67861119175794,1.459,640.501,0,True,False
3044,300.3,0.379,76.98122479307804,1.551,587.829,0,False,False
3045,300.2,0.214,56.30004052512047,1.981,423.93399999999997,0,False,False
3046,300.2,0.353,67.23584189073715,1.526,538.678,0,False,False
3047,300.2,0.4,43.853546095796986,1.501,600.4,0,False,False
